Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1637585097.707941,1637585097.714168,0,6.227016448974609,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,2.2,0,0,
1637585098.764488,1637585098.768877,1,4.389047622680664,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13835,1329,19,5,13341,983,,0.5,0,0,
1637585099.809136,1637585099.814879,2,5.7430267333984375,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13607,1329,17,5,13197,983,,1.0,0,0,
1637585100.838356,1637585100.844178,3,5.821943283081055,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13830,1329,19,5,13336,983,,1.0,0,0,
1637585101.877195,1637585101.882847,4,5.652189254760742,dilithium3,100,drop,saKqKlInzw.pcap,11,7,13428,1475,15,7,13102,1045,,1.5,0,0,
1637585102.917089,1637585102.920853,5,3.763914108276367,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13420,1329,15,5,13094,983,,1.0,0,0,
1637585103.95524,1637585103.960126,6,4.88591194152832,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1329,17,5,13189,983,,1.3,0,0,
1637585104.984029,1637585104.990595,7,6.566047668457031,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,1.3,0,0,
1637585106.041047,1637585106.045546,8,4.498958587646484,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13429,1329,15,5,13103,983,,1.3,0,0,
1637585107.079666,1637585107.08572,9,6.054162979125977,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,1.0,0,0,
1637585108.149369,1637585108.156575,10,7.205963134765625,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13786,1330,19,5,13292,984,,5.1,0,0,
1637585109.193602,1637585109.202154,11,8.551836013793945,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13602,1329,17,5,13192,983,,1.0,0,0,
1637585110.243898,1637585110.250589,12,6.69097900390625,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13832,1329,19,5,13338,983,,2.3,0,0,
1637585111.271491,1637585111.276505,13,5.013942718505859,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,0.5,0,0,
1637585112.298122,1637585112.304546,14,6.424188613891602,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13604,1329,17,5,13194,983,,1.0,0,0,
1637585113.327442,1637585113.336286,15,8.844137191772461,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,1.0,0,0,
1637585114.361203,1637585114.366891,16,5.687952041625977,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13421,1329,15,5,13095,983,,1.0,0,0,
