Timestamp,Timestamp (Seconds),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,
2021-11-22 12:42:53.812189,1637584973.812189,50.0,0,6.9,823984128,0.0,0,23.2,46258204672,
2021-11-22 12:42:54.315982,1637584974.315982,41.0,0,6.9,823984128,0.0,0,23.2,46258204672,
2021-11-22 12:42:54.821888,1637584974.821888,16.5,0,6.9,824176640,0.0,0,23.2,46258204672,
2021-11-22 12:42:55.323085,1637584975.323085,0.3,0,6.9,824176640,0.0,0,23.2,46258204672,
2021-11-22 12:42:55.834815,1637584975.834815,0.2,0,6.9,824176640,0.0,0,23.2,46258204672,
2021-11-22 12:42:56.337993,1637584976.337993,1.8,0,6.9,824242176,0.0,0,23.2,46258204672,
2021-11-22 12:42:56.840243,1637584976.840243,0.8,0,7.0,829411328,0.0,0,23.2,46258204672,
2021-11-22 12:42:57.355911,1637584977.355911,2.5,0,7.0,839217152,0.0,0,23.2,46258204672,
2021-11-22 12:42:57.865265,1637584977.865265,0.0,0,7.0,839475200,0.0,0,23.2,46258204672,
2021-11-22 12:42:58.367160,1637584978.36716,0.0,0,7.0,839475200,0.0,0,23.2,46258204672,
2021-11-22 12:42:58.870285,1637584978.870285,1.8,0,7.0,839467008,0.0,0,23.2,46258208768,
2021-11-22 12:42:59.373666,1637584979.373666,0.5,0,7.0,839467008,0.0,0,23.2,46258208768,
2021-11-22 12:42:59.887589,1637584979.887589,1.0,0,7.0,839467008,0.0,0,23.2,46258208768,
2021-11-22 12:43:00.390694,1637584980.390694,3.8,0,7.0,840286208,0.0,0,23.2,46258208768,
2021-11-22 12:43:00.895150,1637584980.89515,4.9,0,7.1,849186816,0.0,0,23.2,46258208768,
2021-11-22 12:43:01.398230,1637584981.39823,0.5,0,7.1,849186816,0.0,0,23.2,46258208768,
2021-11-22 12:43:01.900099,1637584981.900099,2.0,0,7.1,849956864,0.0,0,23.2,46258208768,
2021-11-22 12:43:02.403821,1637584982.403821,0.0,0,7.1,849956864,0.0,0,23.2,46258208768,
2021-11-22 12:43:02.906253,1637584982.906253,0.0,0,7.1,849956864,0.0,0,23.2,46258208768,
2021-11-22 12:43:03.418338,1637584983.418338,0.0,0,7.1,849956864,0.0,0,23.2,46258208768,
