FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) ,CPU utilization (AVERAGED),(± CI) CPU utilization,Memory bytes (AVERAGED),(± CI) Memory bytes,Disk bytes (AVERAGED),(± CI) Disk bytes, (AVERAGED),(± CI) 
.\11-22-21-handshakeWithCPU_QUIC\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_100_1RTT_drop_DtecxZxGVu_parsed_handshake_withcpu.csv,1637585037.8376074,5.952504148375616,1637585037.8435817,5.952397796139922,49.0,5.7286640950565095,5.974478191799587,0.5744322063322829,dilithium2,,100.0,0.0,drop,,DtecxZxGVu.pcap,,10.343434343434344,0.24701674718837857,5.222222222222222,0.11593117109629435,11001.838383838383,46.06676934806117,1347.1515151515152,9.887436795229277,14.343434343434344,0.24701674718837857,5.222222222222222,0.11593117109629435,10703.373737373737,39.21255693115173,991.8585858585859,5.283469889238792,,,1.4474747474747474,0.25741614105079436,0.0,0.0,0.0,0.0,,
.\11-22-21-handshakeWithCPU_QUIC\fullyAutomatedLogs\pending_TCPDUMP_dilithium3_numSamples_100_1RTT_drop_saKqKlInzw_parsed_handshake_withcpu.csv,1637585148.633536,5.949082685911632,1637585148.6399212,5.949179804787568,49.0,5.7286640950565095,6.385861021099669,0.711782296198169,dilithium3,,100.0,0.0,drop,,saKqKlInzw.pcap,,13.04040404040404,0.3557772149809281,5.161616161616162,0.1198951745345749,13694.020202020201,178.44249308752666,1341.7373737373737,10.07383400861697,17.01010101010101,0.34485749536716664,5.161616161616162,0.1198951745345749,13282.262626262625,170.71292410685214,989.010101010101,5.133093230681597,,,1.4545454545454548,0.3051113856514806,0.0,0.0,0.0,0.0,,
.\11-22-21-handshakeWithCPU_QUIC\fullyAutomatedLogs\pending_TCPDUMP_falcon512_numSamples_100_1RTT_drop_OLKUjcFgTW_parsed_handshake_withcpu.csv,1637585259.560809,5.96883026710387,1637585259.5696843,5.968864547331006,49.0,5.7286640950565095,8.875194222036034,0.5539599328829972,falcon512,,100.0,0.0,drop,,OLKUjcFgTW.pcap,,7.0606060606060606,0.2577230460294405,5.202020202020202,0.17788860749046406,6739.969696969697,24.862864598832715,1346.8686868686868,19.11974253659771,10.8989898989899,0.219769992615215,5.202020202020202,0.17788860749046406,6579.121212121212,14.178325745665441,992.6868686868687,11.812431579414882,,,1.3929292929292927,0.21007682965372823,0.0,0.0,0.0,0.0,,
