RSA,Dilithium 2,Dilithium 3,Dilithium 5,Falcon 512,Falcon 1024,
370.3269958496094,396.0609436035156,379.68993186950684,383.58592987060547,371.17600440979004,378.78918647766113,
384.3529224395752,383.61620903015137,373.5771179199219,383.2430839538574,368.5119152069092,369.9450492858887,
382.767915725708,397.9799747467041,351.1078357696533,376.3880729675293,369.86804008483887,376.7228126525879,
355.99589347839355,353.348970413208,402.0709991455078,342.8380489349365,362.97106742858887,384.71293449401855,
360.63504219055176,370.1608180999756,374.99499320983887,380.3110122680664,366.69301986694336,348.04391860961914,
374.9730587005615,375.8358955383301,349.39098358154297,380.5990219116211,379.8871040344238,345.1831340789795,
391.2360668182373,373.48484992980957,379.5440196990967,393.30291748046875,363.1770610809326,360.3789806365967,
367.48218536376953,357.0599555969238,396.2750434875488,376.9371509552002,361.91391944885254,376.1260509490967,
371.74296379089355,352.22601890563965,393.0380344390869,393.4929370880127,375.669002532959,363.0249500274658,
390.9571170806885,379.0321350097656,400.72083473205566,372.70402908325195,365.4601573944092,365.80801010131836,
368.1631088256836,371.20699882507324,364.71009254455566,375.7650852203369,356.6098213195801,373.08502197265625,
366.9171333312988,378.59582901000977,376.9989013671875,396.6991901397705,356.69493675231934,363.09003829956055,
384.19485092163086,393.18108558654785,376.0249614715576,351.62901878356934,358.0038547515869,346.1630344390869,
370.53990364074707,378.04698944091797,352.57506370544434,374.88293647766113,353.895902633667,369.23909187316895,
362.0648384094238,384.2940330505371,374.0119934082031,379.49419021606445,365.8149242401123,361.2990379333496,
377.0709037780762,386.3809108734131,396.1498737335205,374.12381172180176,365.2818202972412,360.5060577392578,
387.83788681030273,393.8760757446289,369.13299560546875,358.6750030517578,350.54612159729004,377.4878978729248,
373.5330104827881,363.483190536499,355.62801361083984,404.17003631591797,359.0860366821289,378.70097160339355,
349.9479293823242,364.1319274902344,393.5589790344238,374.77803230285645,354.3689250946045,375.92005729675293,
382.95817375183105,384.8550319671631,399.80101585388184,395.6441879272461,355.0291061401367,385.90502738952637,
358.4280014038086,360.86416244506836,348.41394424438477,375.1349449157715,343.63603591918945,388.66305351257324,
381.3760280609131,351.4118194580078,383.4841251373291,371.11592292785645,364.2880916595459,365.3910160064697,
357.4559688568115,360.382080078125,374.953031539917,368.87216567993164,355.58605194091797,371.28400802612305,
395.47204971313477,387.3269557952881,404.4809341430664,384.99903678894043,359.6341609954834,365.57698249816895,
379.87208366394043,386.4169120788574,403.49817276000977,403.9649963378906,361.80996894836426,356.997013092041,
373.6860752105713,391.6058540344238,350.7249355316162,392.17090606689453,372.82395362854004,369.9300289154053,
365.05603790283203,391.8578624725342,366.5730953216553,368.0999279022217,345.5090522766113,363.64293098449707,
386.32798194885254,379.28295135498047,384.92703437805176,384.2439651489258,347.90515899658203,383.6379051208496,
375.5919933319092,392.87686347961426,389.87207412719727,378.9379596710205,359.52019691467285,379.95386123657227,
375.2930164337158,345.77488899230957,395.52903175354004,353.01899909973145,361.37890815734863,385.2710723876953,
359.11107063293457,383.77904891967773,373.2590675354004,377.00796127319336,368.847131729126,388.7650966644287,
384.6890926361084,367.8700923919678,383.6250305175781,359.24291610717773,349.7889041900635,381.8650245666504,
367.54918098449707,375.0910758972168,365.0469779968262,372.33495712280273,342.55194664001465,365.7829761505127,
378.42583656311035,398.93102645874023,393.9948081970215,343.656063079834,377.5489330291748,364.4731044769287,
367.4170970916748,395.8418369293213,401.0350704193115,369.5640563964844,385.3869438171387,356.07123374938965,
390.7470703125,379.72521781921387,386.9509696960449,375.9760856628418,364.8037910461426,375.80299377441406,
363.77406120300293,381.4709186553955,404.2248725891113,382.33399391174316,342.09203720092773,370.47314643859863,
367.83790588378906,394.0260410308838,351.6120910644531,383.1040859222412,371.3381290435791,375.65088272094727,
356.8301200866699,395.8590030670166,383.6028575897217,369.10390853881836,351.43518447875977,373.54087829589844,
380.2769184112549,379.18901443481445,391.49999618530273,369.0609931945801,373.99911880493164,383.3639621734619,
367.9361343383789,390.66290855407715,382.97200202941895,402.62603759765625,367.74396896362305,351.9718647003174,
362.0908260345459,382.0469379425049,377.95305252075195,378.964900970459,355.32593727111816,380.14984130859375,
377.64787673950195,354.62212562561035,379.2860507965088,380.4597854614258,379.3668746948242,361.2251281738281,
368.4511184692383,383.0440044403076,358.99901390075684,394.0699100494385,359.18188095092773,348.63996505737305,
368.2081699371338,378.8721561431885,362.2581958770752,375.8518695831299,369.79007720947266,368.3431148529053,
362.7278804779053,381.6559314727783,382.7099800109863,362.4091148376465,355.8499813079834,372.2879886627197,
383.5148811340332,390.4550075531006,384.6268653869629,376.91521644592285,345.3099727630615,359.511137008667,
353.64699363708496,388.2880210876465,373.28410148620605,358.273983001709,369.020938873291,365.82398414611816,
349.8208522796631,383.8200569152832,370.4869747161865,390.93899726867676,369.2638874053955,372.020959854126,
370.29409408569336,384.51409339904785,390.94090461730957,371.8140125274658,361.2539768218994,353.47986221313477,
350.2330780029297,364.25209045410156,406.0499668121338,391.15190505981445,378.44300270080566,371.83403968811035,
384.74202156066895,349.5669364929199,389.7690773010254,364.7630214691162,379.2839050292969,360.37611961364746,
366.85776710510254,386.52801513671875,389.4529342651367,345.11685371398926,355.56817054748535,373.3019828796387,
389.8439407348633,357.9089641571045,377.78520584106445,383.34107398986816,364.84789848327637,353.90591621398926,
377.3810863494873,352.47206687927246,368.25108528137207,380.1748752593994,364.25209045410156,376.9879341125488,
393.66698265075684,385.2651119232178,372.55096435546875,376.9710063934326,371.87910079956055,375.22292137145996,
376.2819766998291,358.57200622558594,348.1011390686035,393.24092864990234,374.38297271728516,374.8970031738281,
367.3419952392578,379.8520565032959,384.8600387573242,378.3750534057617,361.75990104675293,382.6749324798584,
371.4480400085449,389.4999027252197,390.1710510253906,347.1717834472656,351.5510559082031,376.9259452819824,
358.2019805908203,377.8729438781738,381.7629814147949,383.56590270996094,375.8389949798584,387.84098625183105,
374.53413009643555,385.0359916687012,346.4701175689697,367.6280975341797,375.6108283996582,366.93811416625977,
