FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_0%_iGXoPIatYM_parsed_handshake.csv,1633223568.7251601,34.50019964659244,1633223569.0364625,34.50548804716334,217.5,11.86064242317808,311.304126310786,57.588768338218536,dilithium2,,10.0,0.0,corrupt,,0%,,10.394495412844037,0.2707133559471634,5.612385321100917,0.3432736240619632,8336.94266055046,329.699242417483,714.105504587156,181.28069814183965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_10%_rPYkzFiAvl_parsed_handshake.csv,1633223597.5446472,33.75331825141997,1633223597.8690681,33.75698012713913,207.5,11.587611298756752,324.42183448718146,60.05693415413868,dilithium2,,10.0,0.0,corrupt,,10%,,10.48798076923077,0.2798827252803449,5.653846153846154,0.3590565403199251,8364.04326923077,345.3715964511669,733.3365384615385,189.83183232810762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_15%_aUrMBqvKbC_parsed_handshake.csv,1633223612.0256243,33.363161753116984,1633223612.3557525,33.366070083353044,202.5,11.448654780304652,330.1290990096595,61.40166030694713,dilithium2,,10.0,0.0,corrupt,,15%,,10.52216748768473,0.28505319557894315,5.655172413793103,0.36754058985306526,8374.354679802957,353.7951160488161,741.7044334975369,194.44981204583482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_20%_CZIvkTbqqT_parsed_handshake.csv,1633223626.5504014,32.961517539601495,1633223626.8852181,32.96379257898456,197.5,11.307991241230152,334.81709403221055,62.71556341043361,dilithium2,,10.0,0.0,corrupt,,20%,,10.545454545454545,0.2910493380747731,5.659090909090909,0.3765753988347871,8388.25,362.65265318063416,750.469696969697,199.3005370381721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_25%_tHeHptYUeT_parsed_handshake.csv,1633223639.6264472,32.59548046531694,1633223639.9598367,32.598144087974745,193.0,11.17988134219221,333.3904964979305,63.54403863441149,dilithium2,,10.0,0.0,corrupt,,25%,,10.55297157622739,0.29450526431964796,5.633074935400517,0.37547173482622753,8395.868217054263,371.0144102058823,738.7131782945736,199.9801896306422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_30%_VezbFmoVYS_parsed_handshake.csv,1633223654.1656458,32.18255033992642,1633223654.4987206,32.18545086503368,188.0,11.035793378275761,333.0769102516478,64.8742012277677,dilithium2,,10.0,0.0,corrupt,,30%,,10.506631299734748,0.2962732602292269,5.676392572944297,0.3816589531846303,8401.737400530505,380.818901489932,750.8700265251989,205.1381350112907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_35%_kmNXUimfii_parsed_handshake.csv,1633223668.7619643,31.754242581773024,1633223669.0962636,31.75711681734906,183.0,10.88979960174443,334.30116313030027,66.23962514724744,dilithium2,,10.0,0.0,corrupt,,35%,,10.536784741144414,0.3032003642344173,5.67574931880109,0.3901896602455194,8414.82288828338,391.12752531085823,760.0108991825613,210.6558974819802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_40%_TzMPvvKytV_parsed_handshake.csv,1633223681.9175282,31.360090551326696,1633223682.239999,31.36531894932283,178.5,10.756711654979428,322.4720002552651,64.90599295498376,dilithium2,,10.0,0.0,corrupt,,40%,,10.486033519553073,0.2970288447397706,5.695530726256983,0.3979755567287493,8401.259776536313,398.7743220091202,770.7374301675977,215.84265530222837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_corrupt_5%_kLGWLyusfi_parsed_handshake.csv,1633223583.1155717,34.131389250176305,1633223583.4340584,34.13579127394502,212.5,11.724921461311357,318.48780090260396,58.7723618040163,dilithium2,,10.0,0.0,corrupt,,5%,,10.446009389671362,0.2750497783525204,5.636150234741784,0.35097260519082013,8352.38262910798,337.32940411913967,723.7417840375587,185.45350021325586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs\pending_TCPDUMP_dilithium2_numSamples_10_duplicate_0%_BglOQxuwMR_parsed_handshake.csv,1633299471.5682516,33.764806915804435,1633299471.58357,33.76519604727624,224.0,12.034792123959866,15.315346303655204,0.8792449921266756,dilithium2,,10.0,0.0,duplicate,,0%,,11.625835189309576,0.3065170354224835,5.44988864142539,0.12418000609628259,8467.572383073497,322.0688863242295,380.6481069042316,11.097028967316001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
