FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_0%_SJLfYGBjBv_parsed_handshake.csv,1633380355.7441258,337.0835125252352,1633380355.776166,337.0835706096563,22479.0,119.97266650357456,32.038824549614134,5.087506498774871,dilithium2,,1000.0,0.0,loss,,0%,,10.734269000645032,0.05433044343408406,8.148957939455949,0.0825194470742992,11006.44433817478,50.99814341858594,1764.924086389822,15.770114586224908,14.02980493338375,0.06334159678920473,8.148957939455949,0.0825194470742992,10664.654796592451,49.058889041776496,1313.6180964879113,12.394436550466182,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_10%_GGwJrkPxnd_parsed_handshake.csv,1633383116.503421,330.3446866750147,1633383116.5366697,330.3447312803083,21479.0,117.27402770537567,33.25011440544294,5.32409069243416,dilithium2,,1000.0,0.0,loss,,10%,,10.726297167066273,0.056699542947748,8.257012500290974,0.08578260933680808,11006.45610931353,53.316245785206995,1780.3232617146582,16.434143630428572,13.994599501850601,0.06609668047513108,8.257012500290974,0.08578260933680808,10663.87879140576,51.28940694757468,1325.6015735934263,12.922777850181335,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_15%_YtkCeJZSUC_parsed_handshake.csv,1633384544.141049,326.1506204020167,1633384544.174932,326.15065684291875,20979.0,115.90114756757912,33.88549949742184,5.450834819300847,dilithium2,,1000.0,0.0,loss,,15%,,10.71967873400224,0.05787590650667965,8.283133535117615,0.08719903342314923,11008.627779499035,54.491502060744104,1784.3879739745942,16.741905047324426,13.977311184727949,0.06743769112850204,8.283133535117615,0.08719903342314923,10665.882528182274,52.420026148988484,1329.015109988322,13.17306196667426,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_20%_nZArsKBCrd_parsed_handshake.csv,1633385992.0390542,321.5072877229838,1633385992.073565,321.5073153298521,20479.5,114.5132069342598,34.51747872750275,5.583555454427749,dilithium2,,1000.0,0.0,loss,,20%,,10.71669921875,0.05899850568320067,8.293359375,0.08844699266802736,11014.938134765625,55.63078742760212,1786.44658203125,17.0179753442625,13.96787109375,0.06868021352268172,8.293359375,0.08844699266802736,10672.053564453125,53.51609665564407,1330.90869140625,13.400162303827715,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_25%_GnxDejaVzZ_parsed_handshake.csv,1633387448.847386,316.5952498343572,1633387448.8823664,316.5952707203318,19980.0,113.10823629312299,34.98924513878143,5.708006594596801,dilithium2,,1000.0,0.0,loss,,25%,,10.72876054152799,0.06008957422199469,8.28562848777558,0.08943582488081762,11034.150947173493,56.74549208995847,1786.2147593904056,17.24406800357219,13.980731212932609,0.06983704020787751,8.28562848777558,0.08943582488081762,10690.75373489152,54.587531512181926,1331.0076324416307,13.589872815981234,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_30%_zEhqwgiyxT_parsed_handshake.csv,1633388896.212212,311.7270161161872,1633388896.2472618,311.7270370573113,19480.5,111.68559294915951,35.05567827298652,5.723863803070099,dilithium2,,1000.0,0.0,loss,,30%,,10.747548893793953,0.06117972062053888,8.266362096401622,0.09029733081669539,11058.748857861507,57.85910849705002,1784.1775062881782,17.44246683507907,14.003593244699964,0.0709596693722334,8.266362096401622,0.09029733081669539,10714.590370104204,55.65629679712441,1329.7517324572661,13.75981066033827,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_35%_GiqiHoqWRH_parsed_handshake.csv,1633390325.7810779,307.0822074267468,1633390325.8162363,307.08222787816464,18980.5,110.24314085693825,35.16832499476204,5.8063003503683435,dilithium2,,1000.0,0.0,loss,,35%,,10.774722090511565,0.062234252036599255,8.244692060481535,0.09107227219572953,11086.32603656288,58.92430453834293,1782.0374585111426,17.615054789680038,14.038960012644223,0.07199837614791992,8.244692060481535,0.09107227219572953,10741.357331015226,56.678591394608624,1328.1907697170855,13.908758233475073,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_40%_wBvlkUdxIH_parsed_handshake.csv,1633391715.867368,303.0126927711396,1633391715.9014742,303.01273346636356,18481.5,108.78450617087066,34.117779043146236,5.727676050182643,dilithium2,,1000.0,0.0,loss,,40%,,10.804404285250515,0.06326555569440229,8.209798723081917,0.09168005158177799,11120.703982253002,60.00403732748879,1777.6154636944054,17.74097104263849,14.080862460772643,0.07296725234455995,8.209798723081917,0.09168005158177799,10774.911941348339,57.71412493630667,1324.8109782491072,14.01999461795974,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium2_numSamples_1000_1RTT_loss_5%_TlsJmIVTjw_parsed_handshake.csv,1633381718.7607117,333.99714248267367,1633381718.7933521,333.9971941966675,21979.0,118.63102098976863,32.63894347547495,5.203107817754996,dilithium2,,1000.0,0.0,loss,,5%,,10.729702677494938,0.05552759305112127,8.218703792169977,0.0842818894311731,11005.635182783957,52.157921765227734,1774.699196979003,16.11718210396991,14.01014581769376,0.0647406034584268,8.218703792169977,0.0842818894311731,10663.426283582428,50.174763897847896,1321.0750244546055,12.667766268282316,,
.\fullyAutomatedLogs_quic_1000_samples\TCPDUMP_dilithium3_numSamples_1000_1RTT_loss_0%_EwrYBsPhcJ_parsed_handshake.csv,1633393057.2873034,299.7235212303814,1633393057.320158,299.7235865249283,17983.5,107.30902899069581,32.874347801151224,5.650721911718861,dilithium3,,1000.0,0.0,loss,,0%,,10.829681939501778,0.06419390196421638,8.157501112099645,0.09207064520104256,11154.577096307828,60.99293776317744,1770.3648798932384,17.823285583966285,14.124332740213523,0.07379976167084598,8.157501112099645,0.09207064520104256,10808.231872775801,58.660427391643005,1319.248415258007,14.100336000308745,,
