Timestamp,Timestamp (Seconds),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,
2021-11-22 11:38:00.156092,1637581080.156092,0.2,0,8.0,976891904,0.0,0,23.2,46248853504,
2021-11-22 11:38:00.663978,1637581080.663978,27.5,0,8.0,977174528,0.0,0,23.2,46248853504,
2021-11-22 11:38:01.169413,1637581081.169413,14.7,0,8.0,975327232,0.0,0,23.2,46248857600,
2021-11-22 11:38:01.671081,1637581081.671081,0.0,0,8.0,975343616,0.0,0,23.2,46248857600,
2021-11-22 11:38:02.175822,1637581082.175822,26.4,0,8.0,975876096,0.0,0,23.2,46248865792,
2021-11-22 11:38:02.679419,1637581082.679419,21.0,0,8.0,976113664,0.0,0,23.2,46248865792,
2021-11-22 11:38:03.183117,1637581083.183117,0.0,0,8.0,976113664,0.0,0,23.2,46248865792,
2021-11-22 11:38:03.685004,1637581083.685004,23.4,0,8.0,975855616,0.0,0,23.2,46248865792,
2021-11-22 11:38:04.187264,1637581084.187264,26.4,0,8.0,975060992,0.0,0,23.2,46248869888,
2021-11-22 11:38:04.691044,1637581084.691044,0.0,0,8.0,975060992,0.0,0,23.2,46248869888,
2021-11-22 11:38:05.199629,1637581085.199629,27.3,0,8.0,976674816,0.0,0,23.2,46248869888,
2021-11-22 11:38:05.705310,1637581085.70531,21.2,0,7.9,960450560,0.0,0,23.2,46248857600,
2021-11-22 11:38:06.207440,1637581086.20744,0.0,0,7.9,960442368,0.0,0,23.2,46248857600,
2021-11-22 11:38:06.718885,1637581086.718885,26.9,0,7.9,960724992,0.0,0,23.2,46248857600,
2021-11-22 11:38:07.221449,1637581087.221449,24.2,0,7.9,959688704,0.0,0,23.2,46248861696,
2021-11-22 11:38:07.724781,1637581087.724781,0.0,0,7.9,959688704,0.0,0,23.2,46248861696,
2021-11-22 11:38:08.231394,1637581088.231394,20.2,0,7.9,960143360,0.0,0,23.2,46248865792,
2021-11-22 11:38:08.734215,1637581088.734215,23.1,0,7.9,959602688,0.0,0,23.2,46248865792,
2021-11-22 11:38:09.239728,1637581089.239728,0.5,0,7.9,959602688,0.0,0,23.2,46248865792,
2021-11-22 11:38:09.747128,1637581089.747128,17.0,0,7.9,960176128,0.0,0,23.2,46248865792,
2021-11-22 11:38:10.250958,1637581090.250958,19.4,0,7.9,959643648,0.0,0,23.2,46248873984,
2021-11-22 11:38:10.755168,1637581090.755168,0.0,0,7.9,959643648,0.0,0,23.2,46248873984,
2021-11-22 11:38:11.259932,1637581091.259932,24.4,0,7.9,959606784,0.0,0,23.2,46248878080,
2021-11-22 11:38:11.762056,1637581091.762056,30.6,0,7.9,958291968,0.0,0,23.2,46248878080,
2021-11-22 11:38:12.263477,1637581092.263477,0.0,0,7.9,958291968,0.0,0,23.2,46248878080,
2021-11-22 11:38:12.766207,1637581092.766207,13.1,0,7.9,959090688,0.0,0,23.2,46248878080,
2021-11-22 11:38:13.267085,1637581093.267085,38.9,0,7.9,958287872,0.0,0,23.2,46248882176,
2021-11-22 11:38:13.769987,1637581093.769987,0.0,0,7.9,958287872,0.0,0,23.2,46248882176,
2021-11-22 11:38:14.271867,1637581094.271867,4.3,0,7.9,958578688,0.0,0,23.2,46248886272,
2021-11-22 11:38:14.773349,1637581094.773349,28.4,0,7.9,958287872,0.0,0,23.2,46248886272,
2021-11-22 11:38:15.274786,1637581095.274786,0.0,0,7.9,958283776,0.0,0,23.2,46248886272,
2021-11-22 11:38:15.776435,1637581095.776435,13.7,0,7.9,959328256,0.0,0,23.2,46248886272,
2021-11-22 11:38:16.278222,1637581096.278222,9.7,0,7.9,959049728,0.0,0,23.2,46248890368,
2021-11-22 11:38:16.779366,1637581096.779366,0.0,0,7.9,959049728,0.0,0,23.2,46248890368,
2021-11-22 11:38:17.286334,1637581097.286334,34.5,0,7.9,959344640,0.0,0,23.2,46248890368,
2021-11-22 11:38:17.789500,1637581097.7895,22.6,0,7.9,958541824,0.0,0,23.2,46248894464,
2021-11-22 11:38:18.291497,1637581098.291497,0.2,0,7.9,958541824,0.0,0,23.2,46248894464,
2021-11-22 11:38:18.799360,1637581098.79936,23.9,0,7.9,959381504,0.0,0,23.2,46248894464,
2021-11-22 11:38:19.301608,1637581099.301608,15.5,0,7.9,958599168,0.0,0,23.2,46248898560,
2021-11-22 11:38:19.805462,1637581099.805462,0.2,0,7.9,958263296,0.0,0,23.2,46248914944,
2021-11-22 11:38:20.309940,1637581100.30994,34.1,0,7.9,958529536,0.0,0,23.2,46248914944,
2021-11-22 11:38:20.813551,1637581100.813551,6.9,0,7.9,958500864,0.0,0,23.2,46248919040,
2021-11-22 11:38:21.320583,1637581101.320583,0.0,0,7.9,958500864,0.0,0,23.2,46248919040,
2021-11-22 11:38:21.822475,1637581101.822475,34.3,0,7.9,958492672,0.0,0,23.2,46248919040,
2021-11-22 11:38:22.329146,1637581102.329146,0.0,0,7.9,957984768,0.0,0,23.2,46248919040,
2021-11-22 11:38:22.834598,1637581102.834598,7.2,0,7.9,960114688,0.0,0,23.2,46248919040,
2021-11-22 11:38:23.341195,1637581103.341195,33.9,0,7.9,960049152,0.0,0,23.2,46248919040,
2021-11-22 11:38:23.842897,1637581103.842897,0.0,0,7.9,960045056,0.0,0,23.2,46248927232,
2021-11-22 11:38:24.351864,1637581104.351864,8.3,0,7.9,960335872,0.0,0,23.2,46248927232,
2021-11-22 11:38:24.853892,1637581104.853892,39.2,0,7.9,959791104,0.0,0,23.2,46248931328,
2021-11-22 11:38:25.358877,1637581105.358877,0.0,0,7.9,959520768,0.0,0,23.2,46248931328,
2021-11-22 11:38:25.862200,1637581105.8622,3.6,0,7.9,959803392,0.0,0,23.2,46248931328,
2021-11-22 11:38:26.368963,1637581106.368963,43.8,0,7.9,959528960,0.0,0,23.2,46248931328,
2021-11-22 11:38:26.871396,1637581106.871396,1.8,0,7.9,959516672,0.0,0,23.2,46248935424,
2021-11-22 11:38:27.377000,1637581107.377,3.8,0,7.9,959549440,0.0,0,23.2,46248935424,
2021-11-22 11:38:27.879447,1637581107.879447,34.2,0,7.9,959111168,0.0,0,23.2,46248943616,
2021-11-22 11:38:28.381471,1637581108.381471,0.0,0,7.9,959111168,0.0,0,23.2,46248943616,
2021-11-22 11:38:28.884875,1637581108.884875,9.0,0,7.9,959926272,0.0,0,23.2,46248943616,
2021-11-22 11:38:29.393010,1637581109.39301,24.7,0,7.9,959336448,0.0,0,23.2,46248943616,
2021-11-22 11:38:29.895334,1637581109.895334,0.2,0,7.9,959332352,0.0,0,23.2,46248947712,
2021-11-22 11:38:30.401182,1637581110.401182,21.2,0,7.9,959389696,0.0,0,23.2,46248947712,
2021-11-22 11:38:30.906610,1637581110.90661,26.4,0,7.9,959111168,0.0,0,23.2,46248951808,
2021-11-22 11:38:31.407392,1637581111.407392,0.2,0,7.9,959102976,0.0,0,23.2,46248951808,
2021-11-22 11:38:31.912254,1637581111.912254,13.7,0,7.9,960401408,0.0,0,23.2,46248951808,
2021-11-22 11:38:32.414742,1637581112.414742,33.9,0,7.9,959352832,0.0,0,23.2,46248951808,
2021-11-22 11:38:32.919206,1637581112.919206,0.2,0,7.9,959348736,0.0,0,23.2,46248955904,
2021-11-22 11:38:33.426732,1637581113.426732,12.5,0,7.9,959381504,0.0,0,23.2,46248955904,
2021-11-22 11:38:33.928422,1637581113.928422,39.2,0,7.9,958828544,0.0,0,23.2,46248960000,
2021-11-22 11:38:34.434761,1637581114.434761,0.2,0,7.9,958828544,0.0,0,23.2,46248960000,
2021-11-22 11:38:34.952049,1637581114.952049,9.1,0,7.9,959094784,0.0,0,23.2,46248960000,
2021-11-22 11:38:35.456094,1637581115.456094,31.5,0,7.9,958570496,0.0,0,23.2,46248960000,
2021-11-22 11:38:35.957553,1637581115.957553,0.0,0,7.9,958566400,0.0,0,23.2,46248964096,
2021-11-22 11:38:36.463801,1637581116.463801,10.8,0,7.9,959373312,0.0,0,23.2,46248964096,
2021-11-22 11:38:36.972622,1637581116.972622,29.6,0,7.9,959348736,0.0,0,23.2,46248968192,
2021-11-22 11:38:37.473644,1637581117.473644,0.2,0,7.9,959340544,0.0,0,23.2,46248968192,
2021-11-22 11:38:37.976703,1637581117.976703,16.0,0,7.9,959590400,0.0,0,23.2,46248972288,
2021-11-22 11:38:38.480449,1637581118.480449,21.4,0,7.9,958783488,0.0,0,23.2,46248972288,
2021-11-22 11:38:38.982419,1637581118.982419,0.0,0,7.9,958783488,0.0,0,23.2,46248972288,
2021-11-22 11:38:39.485608,1637581119.485608,22.3,0,7.9,959606784,0.0,0,23.2,46248972288,
2021-11-22 11:38:39.987706,1637581119.987706,19.1,0,7.9,959582208,0.0,0,23.2,46248976384,
2021-11-22 11:38:40.490821,1637581120.490821,0.0,0,7.9,959578112,0.0,0,23.2,46248976384,
2021-11-22 11:38:40.995998,1637581120.995998,32.0,0,7.9,960102400,0.0,0,23.2,46248980480,
2021-11-22 11:38:41.498901,1637581121.498901,1.5,0,7.9,959574016,0.0,0,23.2,46248980480,
2021-11-22 11:38:42.000207,1637581122.000207,0.5,0,7.9,959574016,0.0,0,23.2,46248980480,
2021-11-22 11:38:42.504025,1637581122.504025,27.7,0,7.9,959606784,0.0,0,23.2,46248980480,
2021-11-22 11:38:43.006687,1637581123.006687,0.0,0,7.9,959594496,0.0,0,23.2,46248984576,
2021-11-22 11:38:43.510259,1637581123.510259,14.3,0,7.9,960135168,0.0,0,23.2,46248984576,
2021-11-22 11:38:44.013269,1637581124.013269,22.2,0,7.9,959590400,0.0,0,23.2,46248988672,
2021-11-22 11:38:44.514986,1637581124.514986,0.7,0,7.9,959332352,0.0,0,23.2,46248988672,
2021-11-22 11:38:45.018967,1637581125.018967,22.4,0,7.9,960106496,0.0,0,23.2,46248996864,
2021-11-22 11:38:45.521287,1637581125.521287,11.6,0,7.9,959315968,0.0,0,23.2,46248996864,
2021-11-22 11:38:46.023992,1637581126.023992,0.2,0,7.9,959315968,0.0,0,23.2,46248996864,
2021-11-22 11:38:46.525407,1637581126.525407,33.3,0,7.9,958791680,0.0,0,23.2,46248996864,
2021-11-22 11:38:47.028884,1637581127.028884,0.2,0,7.9,958537728,0.0,0,23.2,46249000960,
2021-11-22 11:38:47.531711,1637581127.531711,4.6,0,7.9,959877120,0.0,0,23.2,46249000960,
2021-11-22 11:38:48.034517,1637581128.034517,30.9,0,7.9,959840256,0.0,0,23.2,46249005056,
2021-11-22 11:38:48.536834,1637581128.536834,0.2,0,7.9,959565824,0.0,0,23.2,46249005056,
2021-11-22 11:38:49.045033,1637581129.045033,16.4,0,7.9,960389120,0.0,0,23.2,46249009152,
2021-11-22 11:38:49.552920,1637581129.55292,19.9,0,7.9,958529536,0.0,0,23.2,46249009152,
2021-11-22 11:38:50.058656,1637581130.058656,0.0,0,7.9,958529536,0.0,0,23.2,46249009152,
2021-11-22 11:38:50.561285,1637581130.561285,23.3,0,7.9,960094208,0.0,0,23.2,46249009152,
2021-11-22 11:38:51.064244,1637581131.064244,20.4,0,7.9,959553536,0.0,0,23.2,46249009152,
2021-11-22 11:38:51.567250,1637581131.56725,0.2,0,7.9,959553536,0.0,0,23.2,46249013248,
2021-11-22 11:38:52.073071,1637581132.073071,26.7,0,7.9,959299584,0.0,0,23.2,46249013248,
2021-11-22 11:38:52.577408,1637581132.577408,19.8,0,7.9,959287296,0.0,0,23.2,46249017344,
2021-11-22 11:38:53.080807,1637581133.080807,0.0,0,7.9,959287296,0.0,0,23.2,46249017344,
2021-11-22 11:38:53.588886,1637581133.588886,28.3,0,7.9,958771200,0.0,0,23.2,46249021440,
2021-11-22 11:38:54.092530,1637581134.09253,3.0,0,7.9,958509056,0.0,0,23.2,46249021440,
2021-11-22 11:38:54.596017,1637581134.596017,5.5,0,7.9,959873024,0.0,0,23.2,46249021440,
2021-11-22 11:38:55.102326,1637581135.102326,44.8,0,7.9,959606784,0.0,0,23.2,46249021440,
2021-11-22 11:38:55.604761,1637581135.604761,2.0,0,7.9,959561728,0.0,0,23.2,46249025536,
2021-11-22 11:38:56.108874,1637581136.108874,2.3,0,7.9,961134592,0.0,0,23.2,46249025536,
2021-11-22 11:38:56.609758,1637581136.609758,43.2,0,7.9,960589824,0.0,0,23.2,46249029632,
2021-11-22 11:38:57.114628,1637581137.114628,0.0,0,7.9,960331776,0.0,0,23.2,46249029632,
2021-11-22 11:38:57.617100,1637581137.6171,2.3,0,7.9,959557632,0.0,0,23.2,46249029632,
2021-11-22 11:38:58.130354,1637581138.130354,25.6,0,7.9,958541824,0.0,0,23.2,46249029632,
2021-11-22 11:38:58.633158,1637581138.633158,0.2,0,7.9,958521344,0.0,0,23.2,46249033728,
2021-11-22 11:38:59.141072,1637581139.141072,17.4,0,7.9,959352832,0.0,0,23.2,46249033728,
2021-11-22 11:38:59.654305,1637581139.654305,25.3,0,7.9,958517248,0.0,0,23.2,46249037824,
2021-11-22 11:39:00.155045,1637581140.155045,0.0,0,7.9,958517248,0.0,0,23.2,46249037824,
2021-11-22 11:39:00.657604,1637581140.657604,13.1,0,7.9,959299584,0.0,0,23.2,46249037824,
2021-11-22 11:39:01.159869,1637581141.159869,33.6,0,7.9,958513152,0.0,0,23.2,46249037824,
2021-11-22 11:39:01.663198,1637581141.663198,0.0,0,7.9,958246912,0.0,0,23.2,46249041920,
2021-11-22 11:39:02.168528,1637581142.168528,11.6,0,7.9,959307776,0.0,0,23.2,46249046016,
2021-11-22 11:39:02.669543,1637581142.669543,30.0,0,7.9,957984768,0.0,0,23.2,46249050112,
2021-11-22 11:39:03.173687,1637581143.173687,0.0,0,7.9,957984768,0.0,0,23.2,46249050112,
2021-11-22 11:39:03.683561,1637581143.683561,17.3,0,7.9,959070208,0.0,0,23.2,46249050112,
2021-11-22 11:39:04.185463,1637581144.185463,10.4,0,7.9,958537728,0.0,0,23.2,46249050112,
2021-11-22 11:39:04.688153,1637581144.688153,0.2,0,7.9,958492672,0.0,0,23.2,46249054208,
2021-11-22 11:39:05.190615,1637581145.190615,37.1,0,7.9,960065536,0.0,0,23.2,46249054208,
2021-11-22 11:39:05.692662,1637581145.692662,6.1,0,7.9,959782912,0.0,0,23.2,46249058304,
2021-11-22 11:39:06.194610,1637581146.19461,0.0,0,7.9,959770624,0.0,0,23.2,46249066496,
2021-11-22 11:39:06.702821,1637581146.702821,27.2,0,7.9,960036864,0.0,0,23.2,46249070592,
2021-11-22 11:39:07.205191,1637581147.205191,0.0,0,7.9,959528960,0.0,0,23.2,46249070592,
2021-11-22 11:39:07.712948,1637581147.712948,10.0,0,7.9,959270912,0.0,0,23.2,46249070592,
2021-11-22 11:39:08.214538,1637581148.214538,37.8,0,7.9,958488576,0.0,0,23.2,46249070592,
2021-11-22 11:39:08.716562,1637581148.716562,0.0,0,7.9,958103552,0.0,0,23.2,46249074688,
2021-11-22 11:39:09.228216,1637581149.228216,11.4,0,7.9,958902272,0.0,0,23.2,46249074688,
2021-11-22 11:39:09.745527,1637581149.745527,26.8,0,7.9,957583360,0.0,0,23.2,46249078784,
2021-11-22 11:39:10.247145,1637581150.247145,0.0,0,7.9,957583360,0.0,0,23.2,46249078784,
2021-11-22 11:39:10.749912,1637581150.749912,16.9,0,7.9,958410752,0.0,0,23.2,46249082880,
2021-11-22 11:39:11.256134,1637581151.256134,28.0,0,7.9,958402560,0.0,0,23.2,46249082880,
2021-11-22 11:39:11.757671,1637581151.757671,0.0,0,7.9,958087168,0.0,0,23.2,46249082880,
2021-11-22 11:39:12.265463,1637581152.265463,10.8,0,7.9,958152704,0.0,0,23.2,46249082880,
2021-11-22 11:39:12.766804,1637581152.766804,27.4,0,7.9,957349888,0.0,0,23.2,46249086976,
2021-11-22 11:39:13.273157,1637581153.273157,0.0,0,7.9,957349888,0.0,0,23.2,46249086976,
2021-11-22 11:39:13.776011,1637581153.776011,22.2,0,7.9,958881792,0.0,0,23.2,46249091072,
2021-11-22 11:39:14.280565,1637581154.280565,18.6,0,7.9,958881792,0.0,0,23.2,46249091072,
2021-11-22 11:39:14.782268,1637581154.782268,0.3,0,7.9,958881792,0.0,0,23.2,46249091072,
2021-11-22 11:39:15.289152,1637581155.289152,33.7,0,7.9,958877696,0.0,0,23.2,46249091072,
2021-11-22 11:39:15.807363,1637581155.807363,1.0,0,7.9,958599168,0.0,0,23.2,46249095168,
2021-11-22 11:39:16.309828,1637581156.309828,3.6,0,7.9,960204800,0.0,0,23.2,46249095168,
2021-11-22 11:39:16.815317,1637581156.815317,23.0,0,7.9,959115264,0.0,0,23.2,46249099264,
2021-11-22 11:39:17.327001,1637581157.327001,0.2,0,7.9,959115264,0.0,0,23.2,46249099264,
2021-11-22 11:39:17.832642,1637581157.832642,23.0,0,7.9,959414272,0.0,0,23.2,46249103360,
2021-11-22 11:39:18.338291,1637581158.338291,3.8,0,7.9,959356928,0.0,0,23.2,46249103360,
2021-11-22 11:39:18.839933,1637581158.839933,3.0,0,7.9,960221184,0.0,0,23.2,46249107456,
2021-11-22 11:39:19.345141,1637581159.345141,42.3,0,7.9,959127552,0.0,0,23.2,46249107456,
2021-11-22 11:39:19.853231,1637581159.853231,8.0,0,7.9,958861312,0.0,0,23.2,46249111552,
2021-11-22 11:39:20.355860,1637581160.35586,0.5,0,7.9,958873600,0.0,0,23.2,46249111552,
2021-11-22 11:39:20.863042,1637581160.863042,31.8,0,7.9,958087168,0.0,0,23.2,46249115648,
2021-11-22 11:39:21.364253,1637581161.364253,0.0,0,7.9,958087168,0.0,0,23.2,46249115648,
2021-11-22 11:39:21.871242,1637581161.871242,7.3,0,7.9,958627840,0.0,0,23.2,46249119744,
2021-11-22 11:39:22.373458,1637581162.373458,31.9,0,7.9,958369792,0.0,0,23.2,46249119744,
2021-11-22 11:39:22.880381,1637581162.880381,0.0,0,7.9,958369792,0.0,0,23.2,46249119744,
2021-11-22 11:39:23.387772,1637581163.387772,13.2,0,7.9,958623744,0.0,0,23.2,46249119744,
2021-11-22 11:39:23.890681,1637581163.890681,20.9,0,7.9,958078976,0.0,0,23.2,46249123840,
2021-11-22 11:39:24.393626,1637581164.393626,0.0,0,7.9,958070784,0.0,0,23.2,46249123840,
2021-11-22 11:39:24.896824,1637581164.896824,27.4,0,7.9,958361600,0.0,0,23.2,46249123840,
2021-11-22 11:39:25.399371,1637581165.399371,22.3,0,7.9,957292544,0.0,0,23.2,46249127936,
2021-11-22 11:39:25.904891,1637581165.904891,0.0,0,7.9,957292544,0.0,0,23.2,46249127936,
2021-11-22 11:39:26.407125,1637581166.407125,33.0,0,7.9,958865408,0.0,0,23.2,46249127936,
2021-11-22 11:39:26.907941,1637581166.907941,3.6,0,7.9,958717952,0.0,0,23.2,46249127936,
2021-11-22 11:39:27.410015,1637581167.410015,0.2,0,7.9,958726144,0.0,0,23.2,46249132032,
2021-11-22 11:39:27.917292,1637581167.917292,30.3,0,7.9,957411328,0.0,0,23.2,46249136128,
2021-11-22 11:39:28.419142,1637581168.419142,0.2,0,7.9,957407232,0.0,0,23.2,46249140224,
2021-11-22 11:39:28.924668,1637581168.924668,18.4,0,7.9,957681664,0.0,0,23.2,46249140224,
2021-11-22 11:39:29.426222,1637581169.426222,27.5,0,7.9,957652992,0.0,0,23.2,46249144320,
2021-11-22 11:39:29.931014,1637581169.931014,0.0,0,7.9,957652992,0.0,0,23.2,46249144320,
2021-11-22 11:39:30.433835,1637581170.433835,19.9,0,7.9,958750720,0.0,0,23.2,46249144320,
2021-11-22 11:39:30.950055,1637581170.950055,15.7,0,7.9,958685184,0.0,0,23.2,46249144320,
2021-11-22 11:39:31.451707,1637581171.451707,0.5,0,7.9,958681088,0.0,0,23.2,46249148416,
2021-11-22 11:39:31.962704,1637581171.962704,30.9,0,7.9,959238144,0.0,0,23.2,46249148416,
2021-11-22 11:39:32.465118,1637581172.465118,9.4,0,7.9,959193088,0.0,0,23.2,46249152512,
2021-11-22 11:39:32.968250,1637581172.96825,0.0,0,7.9,959193088,0.0,0,23.2,46249152512,
2021-11-22 11:39:33.475224,1637581173.475224,33.1,0,7.9,958959616,0.0,0,23.2,46249152512,
2021-11-22 11:39:33.976740,1637581173.97674,8.9,0,7.9,958418944,0.0,0,23.2,46249152512,
2021-11-22 11:39:34.479725,1637581174.479725,0.0,0,7.9,958406656,0.0,0,23.2,46249156608,
2021-11-22 11:39:34.988049,1637581174.988049,35.3,0,7.9,958697472,0.0,0,23.2,46249156608,
2021-11-22 11:39:35.490608,1637581175.490608,4.8,0,7.9,958160896,0.0,0,23.2,46249160704,
2021-11-22 11:39:35.995289,1637581175.995289,0.0,0,7.9,958144512,0.0,0,23.2,46249160704,
2021-11-22 11:39:36.507297,1637581176.507297,39.1,0,7.9,959459328,0.0,0,23.2,46249168896,
2021-11-22 11:39:37.009949,1637581177.009949,7.8,0,7.9,958652416,0.0,0,23.2,46249168896,
2021-11-22 11:39:37.511584,1637581177.511584,0.0,0,7.9,958652416,0.0,0,23.2,46249168896,
2021-11-22 11:39:38.018029,1637581178.018029,30.7,0,7.9,959426560,0.0,0,23.2,46249168896,
2021-11-22 11:39:38.519818,1637581178.519818,0.0,0,7.9,959422464,0.0,0,23.2,46249172992,
2021-11-22 11:39:39.031881,1637581179.031881,14.7,0,7.9,960221184,0.0,0,23.2,46249172992,
2021-11-22 11:39:39.533600,1637581179.5336,23.9,0,7.9,959696896,0.0,0,23.2,46249177088,
2021-11-22 11:39:40.043396,1637581180.043396,0.2,0,7.9,959696896,0.0,0,23.2,46249177088,
2021-11-22 11:39:40.552399,1637581180.552399,17.6,0,7.9,959676416,0.0,0,23.2,46249177088,
2021-11-22 11:39:41.063487,1637581181.063487,6.0,0,7.9,959410176,0.0,0,23.2,46249177088,
2021-11-22 11:39:41.565992,1637581181.565992,0.8,0,7.9,960004096,0.0,0,23.2,46249181184,
2021-11-22 11:39:42.071623,1637581182.071623,42.2,0,7.9,960212992,0.0,0,23.2,46249181184,
2021-11-22 11:39:42.576128,1637581182.576128,11.1,0,7.9,959422464,0.0,0,23.2,46249181184,
