Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1628771842.358665,1628771842.366479,0,7.813930511474609,0,9,5,10865,1329,13,5,10623,983,
1628771843.416949,1628771843.420865,1,3.916025161743164,0,11,5,11085,1329,15,5,10759,983,
1628771844.44851,1628771844.452777,2,4.266977310180664,0,9,5,10856,1329,13,5,10614,983,
1628771845.479934,1628771845.486392,3,6.458044052124023,0,13,5,11262,1329,17,5,10852,983,
1628771846.513747,1628771846.518289,4,4.542112350463867,0,9,5,10863,1329,13,5,10621,983,
1628771847.546437,1628771847.553197,5,6.759881973266602,0,11,5,11042,1329,15,5,10716,983,
1628771848.5726,1628771848.577046,6,4.4460296630859375,0,11,5,11094,1329,15,5,10768,983,
1628771849.604729,1628771849.609048,7,4.318952560424805,0,9,5,10860,1329,13,5,10618,983,
1628771850.634823,1628771850.645203,8,10.380029678344727,0,11,5,11045,1331,15,5,10721,983,
1628771851.673235,1628771851.678015,9,4.780054092407227,0,11,5,11034,1329,15,5,10708,983,
1628771852.700322,1628771852.706079,10,5.75709342956543,0,11,5,11037,1329,15,5,10711,983,
1628771853.758671,1628771853.7633,11,4.628896713256836,0,11,5,11041,1329,15,5,10715,983,
1628771854.794578,1628771854.800752,12,6.173849105834961,0,11,5,11034,1329,15,5,10708,983,
1628771855.829255,1628771855.833928,13,4.673004150390625,0,9,5,10857,1329,13,5,10615,983,
1628771856.856721,1628771856.860911,14,4.189968109130859,0,9,6,10864,1404,13,6,10622,1016,
1628771857.893761,1628771857.898606,15,4.845142364501953,0,11,5,11039,1329,15,5,10713,983,
1628771858.925733,1628771858.930793,16,5.059957504272461,0,11,5,11035,1329,15,5,10709,983,
1628771859.951445,1628771859.955553,17,4.107952117919922,0,11,5,11038,1329,15,5,10712,983,
1628771860.981644,1628771860.98788,18,6.236076354980469,0,11,5,11042,1329,15,5,10716,983,
1628771862.013416,1628771862.022312,19,8.8958740234375,0,11,5,11037,1329,15,5,10711,983,
1628771863.051734,1628771863.057195,20,5.460977554321289,0,9,5,10858,1329,13,5,10616,983,
1628771864.098286,1628771864.104649,21,6.363153457641602,0,9,5,10857,1329,13,5,10615,983,
1628771865.128207,1628771865.133126,22,4.9190521240234375,0,9,5,10859,1329,13,5,10617,983,
1628771866.165922,1628771866.17006,23,4.137992858886719,0,11,5,11041,1329,15,5,10715,983,
1628771867.205161,1628771867.213653,24,8.491992950439453,0,11,5,11034,1329,15,5,10708,983,
1628771868.234708,1628771868.242073,25,7.364988327026367,0,11,5,11033,1329,15,5,10707,983,
1628771869.280053,1628771869.286182,26,6.129026412963867,0,11,5,11039,1329,15,5,10713,983,
1628771870.31177,1628771870.317252,27,5.481958389282227,0,11,5,11037,1329,15,5,10711,983,
1628771871.341602,1628771871.346773,28,5.1708221435546875,0,11,5,11040,1329,15,5,10714,983,
1628771872.366226,1628771872.371681,29,5.45501708984375,0,9,5,10864,1329,13,5,10622,983,
1628771873.414644,1628771873.418799,30,4.15492057800293,0,11,5,11038,1329,15,5,10712,983,
1628771874.450192,1628771874.453473,31,3.281116485595703,0,9,6,10855,1404,13,6,10613,1016,
1628771875.482776,1628771875.490423,32,7.647037506103516,0,11,5,11038,1329,15,5,10712,983,
1628771876.522891,1628771876.529192,33,6.300926208496094,0,11,5,11035,1329,15,5,10709,983,
1628771877.551954,1628771877.559404,34,7.449865341186523,0,11,5,11033,1329,15,5,10707,983,
1628771878.600895,1628771878.607997,35,7.102012634277344,0,11,5,11039,1329,15,5,10713,983,
1628771879.638285,1628771879.642895,36,4.6100616455078125,0,9,5,10860,1329,13,5,10618,983,
1628771880.666049,1628771880.671131,37,5.081892013549805,0,11,5,11042,1329,15,5,10716,983,
1628771881.703537,1628771881.71164,38,8.102893829345703,0,11,5,11034,1329,15,5,10708,983,
1628771882.741467,1628771882.746538,39,5.070924758911133,0,11,6,11041,1404,15,6,10715,1016,
1628771883.787901,1628771883.794799,40,6.898164749145508,0,11,5,11033,1329,15,5,10707,983,
1628771884.825434,1628771884.829413,41,3.9789676666259766,0,9,5,10860,1329,13,5,10618,983,
1628771885.870444,1628771885.877344,42,6.899833679199219,0,11,5,11044,1329,15,5,10718,983,
1628771886.902608,1628771886.908624,43,6.016016006469727,0,11,5,11038,1329,15,5,10712,983,
1628771887.954771,1628771887.961869,44,7.097959518432617,0,11,5,11041,1329,15,5,10715,983,
1628771888.988592,1628771888.992615,45,4.023075103759766,0,11,5,11083,1329,15,5,10757,983,
1628771890.039057,1628771890.044959,46,5.90205192565918,0,11,5,11034,1329,15,5,10708,983,
1628771891.073769,1628771891.077626,47,3.8568973541259766,0,9,5,10860,1329,13,5,10618,983,
1628771892.108937,1628771892.114165,48,5.2280426025390625,0,13,5,11266,1329,17,5,10856,983,
1628771893.150008,1628771893.155255,49,5.2471160888671875,0,11,5,11033,1329,15,5,10707,983,
1628771894.183789,1628771894.189288,50,5.4988861083984375,0,9,5,10855,1329,13,5,10613,983,
1628771895.213862,1628771895.218443,51,4.580974578857422,0,11,6,11042,1404,15,6,10716,1016,
1628771896.248551,1628771896.253285,52,4.734039306640625,0,9,6,10866,1404,13,6,10624,1016,
1628771897.282424,1628771897.286736,53,4.312038421630859,0,11,5,11037,1329,15,5,10711,983,
1628771898.312414,1628771898.316712,54,4.297971725463867,0,13,5,11261,1329,17,5,10851,983,
1628771899.341492,1628771899.345194,55,3.7021636962890625,0,9,5,10856,1329,13,5,10614,983,
1628771900.369779,1628771900.373962,56,4.1828155517578125,0,11,5,11034,1329,15,5,10708,983,
1628771901.399082,1628771901.403415,57,4.333019256591797,0,11,5,11035,1329,15,5,10709,983,
1628771902.430853,1628771902.437212,58,6.359100341796875,0,11,5,11037,1329,15,5,10711,983,
1628771903.46458,1628771903.469685,59,5.105018615722656,0,13,5,11265,1329,17,5,10855,983,
1628771904.49762,1628771904.501572,60,3.9517879486083984,0,9,5,10861,1329,13,5,10619,983,
1628771905.531548,1628771905.535805,61,4.256963729858398,0,11,5,11044,1329,15,5,10718,983,
1628771906.562208,1628771906.56911,62,6.901979446411133,0,9,7,10858,1475,13,7,10616,1045,
1628771907.596764,1628771907.605188,63,8.423805236816406,0,11,5,11044,1329,15,5,10718,983,
1628771908.636795,1628771908.641024,64,4.229068756103516,0,9,5,10867,1329,13,5,10625,983,
