Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1628773931.019237,1628773931.02476,0,5.522966384887695,0,14,5,16936,1329,18,5,16484,983,
1628773932.056955,1628773932.062177,1,5.221843719482422,0,14,5,16930,1329,18,5,16478,983,
1628773933.088342,1628773933.093045,2,4.703044891357422,0,18,5,17348,1329,22,5,16728,983,
1628773934.134609,1628773934.141231,3,6.622076034545898,0,16,5,17109,1329,20,5,16573,983,
1628773935.193091,1628773935.197585,4,4.494190216064453,0,16,5,17117,1329,20,5,16581,983,
1628773936.23717,1628773936.242638,5,5.468130111694336,0,16,5,17110,1329,20,5,16574,983,
1628773937.273631,1628773937.281106,6,7.4748992919921875,0,16,5,17113,1329,20,5,16577,983,
1628773938.305657,1628773938.310612,7,4.955053329467773,0,16,5,17119,1329,20,5,16583,983,
1628773939.33824,1628773939.343352,8,5.112171173095703,0,14,6,16940,1404,18,6,16488,1016,
1628773940.382096,1628773940.388634,9,6.537914276123047,0,16,5,17113,1329,20,5,16577,983,
1628773941.422594,1628773941.426471,10,3.876924514770508,0,14,5,16940,1329,18,5,16488,983,
1628773942.456827,1628773942.4629,11,6.072998046875,0,14,5,16937,1329,18,5,16485,983,
1628773943.492629,1628773943.502295,12,9.665966033935547,0,16,5,17112,1329,20,5,16576,983,
1628773944.530375,1628773944.534749,13,4.374027252197266,0,16,5,17119,1329,20,5,16583,983,
1628773945.559805,1628773945.566067,14,6.262063980102539,0,18,5,17289,1329,22,5,16669,983,
1628773946.617039,1628773946.620769,15,3.7300586700439453,0,14,7,16941,1475,18,7,16489,1045,
1628773947.655902,1628773947.662172,16,6.270170211791992,0,16,5,17116,1329,20,5,16580,983,
1628773948.697428,1628773948.702942,17,5.513906478881836,0,16,5,17109,1329,20,5,16573,983,
1628773949.730969,1628773949.735257,18,4.287958145141602,0,16,5,17108,1329,20,5,16572,983,
1628773950.758829,1628773950.764561,19,5.731821060180664,0,16,5,17115,1329,20,5,16579,983,
1628773951.79047,1628773951.794967,20,4.497051239013672,0,16,5,17111,1329,20,5,16575,983,
1628773952.825932,1628773952.831494,21,5.562067031860352,0,16,5,17119,1329,20,5,16583,983,
1628773953.859784,1628773953.866368,22,6.58416748046875,0,16,5,17109,1329,20,5,16573,983,
1628773954.896799,1628773954.901273,23,4.47392463684082,0,16,5,17169,1329,20,5,16633,983,
1628773955.95021,1628773955.956997,24,6.786823272705078,0,16,5,17115,1329,20,5,16579,983,
1628773956.976297,1628773956.983396,25,7.099151611328125,0,16,5,17115,1329,20,5,16579,983,
