FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_170ms_HKaSsADryY_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_180ms_cYASQFTWFv_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_200ms_lNSSIxqsll_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_210ms_VgBPCSwdxf_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_220ms_fbaKgTKKai_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
.\fullyAutomatedLogs_tcptls_zoomedin_delay_only_100_samples\pending_TCPDUMP_dilithium2_numSamples_100_delay_230ms_zYgXbrDNYr_parsed_handshake_removeover4s.csv,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
