Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630335358.195015,1630335358.221786,0,26.771068572998047,0,8,5,5832,330,0,0,0,0,
1630335359.519331,1630335359.541359,1,22.027969360351562,0,8,5,5836,330,0,0,0,0,
1630335360.732596,1630335360.74747,2,14.873981475830078,0,8,5,5839,330,0,0,0,0,
1630335362.256392,1630335362.272297,3,15.904903411865234,0,8,5,5835,330,0,0,0,0,
1630335363.620875,1630335363.643767,4,22.892236709594727,0,8,5,5833,330,0,0,0,0,
1630335365.115055,1630335365.133055,5,17.999887466430664,0,8,4,5837,264,0,0,0,0,
1630335366.649639,1630335366.668564,6,18.925189971923828,0,8,4,5834,264,0,0,0,0,
1630335368.220845,1630335368.249189,7,28.343915939331055,0,10,4,5968,264,0,0,0,0,
1630335369.640201,1630335369.666403,8,26.201963424682617,0,10,5,5967,330,0,0,0,0,
1630335370.896897,1630335370.911377,9,14.479875564575195,0,8,5,5835,330,0,0,0,0,
1630335372.304513,1630335372.325493,10,20.980119705200195,0,8,4,5829,264,0,0,0,0,
1630335373.647964,1630335373.663026,11,15.062093734741211,0,10,4,5967,264,0,0,0,0,
1630335375.1448,1630335375.173238,12,28.438091278076172,0,8,5,5834,330,0,0,0,0,
1630335376.628661,1630335376.646383,13,17.722129821777344,0,8,4,5833,264,0,0,0,0,
1630335378.143,1630335378.165824,14,22.82404899597168,0,8,4,5838,264,0,0,0,0,
1630335379.557937,1630335379.572036,15,14.09912109375,0,8,4,5830,264,0,0,0,0,
1630335381.072154,1630335381.088156,16,16.00193977355957,0,8,4,5833,264,0,0,0,0,
1630335382.647994,1630335382.667074,17,19.079923629760742,0,8,5,5832,330,0,0,0,0,
1630335384.144344,1630335384.171623,18,27.278900146484375,0,8,4,5833,264,0,0,0,0,
1630335385.560487,1630335385.592483,19,31.99601173400879,0,8,5,5837,330,0,0,0,0,
1630335387.013202,1630335387.041109,20,27.907133102416992,0,10,4,5962,264,0,0,0,0,
1630335388.391131,1630335388.404128,21,12.997150421142578,0,8,5,5833,330,0,0,0,0,
1630335389.703476,1630335389.727853,22,24.377107620239258,0,10,4,5966,264,0,0,0,0,
1630335391.121257,1630335391.141492,23,20.23482322692871,0,10,4,5968,264,0,0,0,0,
1630335392.559219,1630335392.576986,24,17.76719093322754,0,8,4,5830,264,0,0,0,0,
1630335393.866199,1630335393.884204,25,18.004894256591797,0,8,5,5832,330,0,0,0,0,
1630335395.324739,1630335395.341964,26,17.225027084350586,0,8,4,5828,264,0,0,0,0,
1630335396.731386,1630335396.75658,27,25.194168090820312,0,10,5,5968,330,0,0,0,0,
1630335398.214737,1630335398.226758,28,12.021064758300781,0,8,5,5827,330,0,0,0,0,
1630335399.644317,1630335399.663351,29,19.034147262573242,0,8,5,5829,330,0,0,0,0,
1630335401.203912,1630335401.218913,30,15.001058578491211,0,8,4,5835,264,0,0,0,0,
1630335402.759812,1630335402.786394,31,26.581764221191406,0,10,4,5965,264,0,0,0,0,
1630335404.283397,1630335404.307783,32,24.385929107666016,0,8,4,5838,264,0,0,0,0,
1630335405.679821,1630335405.704689,33,24.868011474609375,0,8,4,5832,264,0,0,0,0,
1630335407.276481,1630335407.300113,34,23.632049560546875,0,8,4,5831,264,0,0,0,0,
1630335408.72026,1630335408.735736,35,15.475988388061523,0,8,5,5832,330,0,0,0,0,
1630335410.203244,1630335410.224208,36,20.96414566040039,0,8,5,5834,330,0,0,0,0,
1630335411.729837,1630335411.752108,37,22.271156311035156,0,8,5,5832,330,0,0,0,0,
1630335413.223692,1630335413.245958,38,22.266149520874023,0,8,4,5835,264,0,0,0,0,
