Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630328080.316163,1630328080.360357,0,44.19398307800293,0,8,5,3064,330,0,0,0,0,
1630328081.677222,1630328081.686835,1,9.613037109375,0,8,4,3064,264,0,0,0,0,
1630328083.228551,1630328083.249019,2,20.46799659729004,0,8,5,3064,330,0,0,0,0,
1630328084.837219,1630328084.924506,3,87.28694915771484,0,8,5,3064,330,0,0,0,0,
1630328086.512891,1630328086.524767,4,11.87586784362793,0,8,5,3064,330,0,0,0,0,
1630328088.127795,1630328088.140367,5,12.572050094604492,0,8,5,3064,330,0,0,0,0,
1630328089.700368,1630328089.768609,6,68.24111938476562,0,8,4,3064,264,0,0,0,0,
1630328091.056836,1630328091.128279,7,71.44308090209961,0,8,4,3064,264,0,0,0,0,
1630328092.442369,1630328092.491715,8,49.345970153808594,0,8,5,3064,330,0,0,0,0,
1630328094.304032,1630328094.360184,9,56.1518669128418,0,8,5,3064,330,0,0,0,0,
1630328095.893368,1630328095.911741,10,18.37301254272461,0,8,5,3064,330,0,0,0,0,
1630328097.507569,1630328097.520642,11,13.072967529296875,0,8,5,3064,330,0,0,0,0,
1630328098.864192,1630328098.887461,12,23.268938064575195,0,8,5,3064,330,0,0,0,0,
1630328100.424361,1630328100.442265,13,17.904043197631836,0,8,4,3064,264,0,0,0,0,
1630328101.831841,1630328101.84657,14,14.729022979736328,0,8,4,3064,264,0,0,0,0,
1630328103.479193,1630328103.533277,15,54.084062576293945,0,8,4,3064,264,0,0,0,0,
1630328104.947232,1630328104.980434,16,33.20193290710449,0,8,5,3064,330,0,0,0,0,
1630328106.635826,1630328106.685611,17,49.78489875793457,0,8,4,3064,264,0,0,0,0,
1630328108.323292,1630328108.360866,18,37.574052810668945,0,8,5,3064,330,0,0,0,0,
1630328110.021669,1630328110.059926,19,38.25712203979492,0,8,4,3064,264,0,0,0,0,
1630328111.762409,1630328111.785488,20,23.07891845703125,0,8,4,3064,264,0,0,0,0,
1630328113.395603,1630328113.427803,21,32.20009803771973,0,8,4,3064,264,0,0,0,0,
1630328115.327363,1630328115.360479,22,33.11610221862793,0,8,5,3064,330,0,0,0,0,
1630328116.859165,1630328116.888367,23,29.201984405517578,0,8,5,3064,330,0,0,0,0,
1630328118.493046,1630328118.508707,24,15.661001205444336,0,8,4,3064,264,0,0,0,0,
1630328120.080127,1630328120.123766,25,43.63894462585449,0,8,4,3064,264,0,0,0,0,
1630328121.864884,1630328121.892934,26,28.05018424987793,0,8,4,3064,264,0,0,0,0,
1630328123.431751,1630328123.452873,27,21.121978759765625,0,8,5,3064,330,0,0,0,0,
1630328124.995537,1630328125.021764,28,26.22699737548828,0,8,4,3064,264,0,0,0,0,
1630328126.555875,1630328126.575276,29,19.400835037231445,0,8,4,3064,264,0,0,0,0,
1630328128.18272,1630328128.236304,30,53.58409881591797,0,8,4,3064,264,0,0,0,0,
1630328129.924573,1630328129.955747,31,31.1739444732666,0,8,5,3064,330,0,0,0,0,
1630328131.471672,1630328131.500867,32,29.19483184814453,0,8,5,3064,330,0,0,0,0,
1630328132.869066,1630328132.889417,33,20.350933074951172,0,8,5,3064,330,0,0,0,0,
1630328134.492382,1630328134.514983,34,22.600889205932617,0,8,5,3064,330,0,0,0,0,
1630328136.171164,1630328136.195466,35,24.302005767822266,0,8,5,3064,330,0,0,0,0,
1630328137.778727,1630328137.79235,36,13.62299919128418,0,8,4,3064,264,0,0,0,0,
1630328139.196739,1630328139.209307,37,12.567996978759766,0,8,4,3064,264,0,0,0,0,
1630328140.678409,1630328140.7052,38,26.790857315063477,0,8,5,3064,330,0,0,0,0,
1630328142.131819,1630328142.164343,39,32.52410888671875,0,8,7,3064,965,0,0,0,0,
1630328143.670049,1630328143.680848,40,10.798931121826172,0,8,5,3064,330,0,0,0,0,
1630328145.16402,1630328145.20046,41,36.43989562988281,0,8,4,3064,264,0,0,0,0,
1630328146.655692,1630328146.677304,42,21.611928939819336,0,8,5,3064,330,0,0,0,0,
1630328148.023601,1630328148.077011,43,53.41005325317383,0,8,5,3064,330,0,0,0,0,
1630328149.704859,1630328149.735277,44,30.417919158935547,0,8,4,3064,264,0,0,0,0,
1630328151.119162,1630328151.159129,45,39.96682167053223,0,8,5,3064,330,0,0,0,0,
1630328152.740354,1630328152.789396,46,49.0419864654541,0,10,4,3699,264,0,0,0,0,
1630328153.979031,1630328154.062316,47,83.28485488891602,0,10,5,3699,330,0,0,0,0,
1630328155.522355,1630328155.58121,48,58.85481834411621,0,8,5,3064,330,0,0,0,0,
1630328157.132272,1630328157.204765,49,72.49307632446289,0,8,5,3064,330,0,0,0,0,
1630328158.666926,1630328158.697217,50,30.291080474853516,0,8,4,3064,264,0,0,0,0,
1630328160.055423,1630328160.069267,51,13.844013214111328,0,8,4,3064,264,0,0,0,0,
1630328161.536,1630328161.553081,52,17.081022262573242,0,8,4,3064,264,0,0,0,0,
