FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium2_numSamples_10_0RTT_delay_0ms_UsGcnVXdMh_parsed_handshake.csv,1637062048.4976578,7.579010701747747,1637062048.4976578,7.579010701747747,34.0,4.8195153438781535,0.0,0.0,dilithium2,,10.0,0.0,delay,,0ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium2_numSamples_10_0RTT_delay_100ms_IdsmrSfOes_parsed_handshake.csv,1637062172.0591812,7.587675411878381,1637062172.0591812,7.587675411878381,34.0,4.8195153438781535,0.0,0.0,dilithium2,,10.0,0.0,delay,,100ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium2_numSamples_10_0RTT_delay_200ms_glIOwRHXmc_parsed_handshake.csv,1637062295.7094405,7.589181711746444,1637062295.7094405,7.589181711746444,34.0,4.8195153438781535,0.0,0.0,dilithium2,,10.0,0.0,delay,,200ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium2_numSamples_10_0RTT_delay_300ms_SZjlBZTCYE_parsed_handshake.csv,1637062419.3988855,7.590395617523543,1637062419.3988855,7.590395617523543,34.0,4.8195153438781535,0.0,0.0,dilithium2,,10.0,0.0,delay,,300ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium2_numSamples_10_0RTT_delay_400ms_VnBetdbXvj_parsed_handshake.csv,1637062543.054297,7.588590141907794,1637062543.054297,7.588590141907794,34.0,4.8195153438781535,0.0,0.0,dilithium2,,10.0,0.0,delay,,400ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium3_numSamples_10_0RTT_delay_0ms_hznfYCexCt_parsed_handshake.csv,1637062677.07054,7.579208902846477,1637062677.07054,7.579208902846477,34.0,4.8195153438781535,0.0,0.0,dilithium3,,10.0,0.0,delay,,0ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium3_numSamples_10_0RTT_delay_100ms_jSxmrViQWX_parsed_handshake.csv,1637062800.62739,7.589203187309759,1637062800.62739,7.589203187309759,34.0,4.8195153438781535,0.0,0.0,dilithium3,,10.0,0.0,delay,,100ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium3_numSamples_10_0RTT_delay_200ms_jmAtJcZeek_parsed_handshake.csv,1637062924.2402985,7.58834316362777,1637062924.2402985,7.58834316362777,34.0,4.8195153438781535,0.0,0.0,dilithium3,,10.0,0.0,delay,,200ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium3_numSamples_10_0RTT_delay_300ms_pzDSBtHsYg_parsed_handshake.csv,1637063047.8933933,7.588136523711812,1637063047.8933933,7.588136523711812,34.0,4.8195153438781535,0.0,0.0,dilithium3,,10.0,0.0,delay,,300ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
.\11-16-21_fullyAutomatedLogs-prelim_quic_10_delay\pending_TCPDUMP_dilithium3_numSamples_10_0RTT_delay_400ms_QDMoMThbpi_parsed_handshake.csv,1637063171.5799534,7.591822468649552,1637063171.5799534,7.591822468649552,34.0,4.8195153438781535,0.0,0.0,dilithium3,,10.0,0.0,delay,,400ms,,1.0,0.0,0.0,0.0,1242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,,
