Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1628782136.516135,1628782136.522924,0,6.788969039916992,0,6,5,6639,1329,10,5,6523,983,
1628782137.558645,1628782137.567206,1,8.560895919799805,0,6,5,6635,1329,10,5,6519,983,
1628782138.594853,1628782138.602805,2,7.951974868774414,0,6,5,6642,1329,10,5,6526,983,
1628782139.638263,1628782139.645356,3,7.092952728271484,0,6,5,6636,1329,10,5,6520,983,
1628782140.686952,1628782140.694311,4,7.358789443969727,0,6,5,6641,1329,10,5,6525,983,
1628782141.721532,1628782141.729186,5,7.653951644897461,0,6,5,6636,1329,10,5,6520,983,
1628782142.758111,1628782142.766253,6,8.14199447631836,0,6,5,6629,1329,10,5,6513,983,
1628782143.797479,1628782143.806632,7,9.153127670288086,0,6,5,6635,1329,10,5,6519,983,
1628782144.847265,1628782144.855108,8,7.843017578125,0,6,5,6636,1329,10,5,6520,983,
1628782145.887905,1628782145.895581,9,7.676124572753906,0,6,5,6634,1329,10,5,6518,983,
1628782146.923169,1628782146.933478,10,10.309219360351562,0,6,5,6631,1329,10,5,6515,983,
1628782147.966269,1628782147.974172,11,7.903099060058594,0,6,5,6639,1329,10,5,6523,983,
1628782148.998077,1628782149.006726,12,8.649110794067383,0,6,5,6634,1329,10,5,6518,983,
1628782150.031106,1628782150.041157,13,10.05101203918457,0,6,5,6640,1329,10,5,6524,983,
1628782151.066561,1628782151.073568,14,7.007122039794922,0,6,5,6636,1329,10,5,6520,983,
1628782152.105356,1628782152.112861,15,7.504940032958984,0,6,5,6643,1329,10,5,6527,983,
1628782153.136568,1628782153.142989,16,6.42085075378418,0,8,5,6868,1329,12,5,6668,983,
1628782154.167197,1628782154.176885,17,9.68790054321289,0,6,5,6627,1329,10,5,6511,983,
1628782155.216236,1628782155.222706,18,6.469964981079102,0,8,5,6861,1329,12,5,6661,983,
1628782156.258321,1628782156.266112,19,7.791042327880859,0,6,5,6629,1330,10,5,6513,984,
1628782157.29438,1628782157.301662,20,7.282018661499023,0,6,5,6631,1329,10,5,6515,983,
1628782158.342326,1628782158.350391,21,8.064985275268555,0,6,5,6636,1329,10,5,6520,983,
1628782159.387259,1628782159.393911,22,6.651878356933594,0,6,5,6635,1329,10,5,6519,983,
