Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1628780049.818037,1628780049.822747,0,4.709959030151367,0,13,5,13607,1329,17,5,13197,983,
1628780050.846868,1628780050.856984,1,10.115861892700195,0,11,5,13426,1329,15,5,13100,983,
1628780051.886484,1628780051.8905,2,4.01616096496582,0,13,5,13606,1329,17,5,13196,983,
1628780052.91817,1628780052.925678,3,7.508039474487305,0,11,5,13420,1329,15,5,13094,983,
1628780053.951469,1628780053.956053,4,4.584074020385742,0,13,5,13598,1329,17,5,13188,983,
1628780054.979097,1628780054.983961,5,4.864215850830078,0,11,5,13430,1329,15,5,13104,983,
1628780056.018646,1628780056.025345,6,6.699085235595703,0,13,5,13604,1329,17,5,13194,983,
1628780057.060306,1628780057.065196,7,4.889965057373047,0,13,5,13648,1329,17,5,13238,983,
1628780058.115041,1628780058.119496,8,4.455089569091797,0,13,5,13602,1329,17,5,13192,983,
1628780059.141656,1628780059.146594,9,4.9381256103515625,0,13,5,13601,1329,17,5,13191,983,
1628780060.17415,1628780060.179163,10,5.012989044189453,0,13,5,13608,1329,17,5,13198,983,
1628780061.20288,1628780061.209859,11,6.9789886474609375,0,11,5,13426,1329,15,5,13100,983,
1628780062.236749,1628780062.241461,12,4.712104797363281,0,13,5,13659,1329,17,5,13249,983,
1628780063.274343,1628780063.279429,13,5.085945129394531,0,13,5,13600,1329,17,5,13190,983,
1628780064.310056,1628780064.315209,14,5.15294075012207,0,11,5,13422,1329,15,5,13096,983,
1628780065.337341,1628780065.341755,15,4.413843154907227,0,13,5,13656,1329,17,5,13246,983,
1628780066.370217,1628780066.376819,16,6.601810455322266,0,13,5,13609,1329,17,5,13199,983,
1628780067.409475,1628780067.413604,17,4.128932952880859,0,11,5,13423,1329,15,5,13097,983,
1628780068.459474,1628780068.467256,18,7.781982421875,0,13,5,13604,1329,17,5,13194,983,
1628780069.495272,1628780069.50096,19,5.688190460205078,0,13,5,13657,1329,17,5,13247,983,
1628780070.52593,1628780070.531001,20,5.071163177490234,0,13,5,13599,1329,17,5,13189,983,
1628780071.555774,1628780071.561429,21,5.655050277709961,0,13,5,13602,1329,17,5,13192,983,
1628780072.590203,1628780072.59689,22,6.686925888061523,0,13,5,13600,1329,17,5,13190,983,
1628780073.621704,1628780073.627513,23,5.808830261230469,0,13,5,13609,1329,17,5,13199,983,
1628780074.663801,1628780074.667053,24,3.2520294189453125,0,11,5,13419,1329,15,5,13093,983,
1628780075.690608,1628780075.696941,25,6.332874298095703,0,13,5,13608,1329,17,5,13198,983,
1628780076.733931,1628780076.738459,26,4.528045654296875,0,13,5,13597,1329,17,5,13187,983,
1628780077.772024,1628780077.777733,27,5.709171295166016,0,11,5,13421,1329,15,5,13095,983,
1628780078.806028,1628780078.809508,28,3.480195999145508,0,11,5,13420,1329,15,5,13094,983,
1628780079.87262,1628780079.87651,29,3.889799118041992,0,11,5,13419,1329,15,5,13093,983,
1628780080.912011,1628780080.933738,30,21.72708511352539,0,19,5,22255,1329,23,5,21593,983,
1628780081.97748,1628780081.980875,31,3.39508056640625,0,11,5,13426,1329,15,5,13100,983,
1628780083.011127,1628780083.017428,32,6.300926208496094,0,13,5,13599,1329,17,5,13189,983,
1628780084.046972,1628780084.053875,33,6.902933120727539,0,13,5,13607,1329,17,5,13197,983,
1628780085.090553,1628780085.098505,34,7.951974868774414,0,11,5,13431,1329,15,5,13105,983,
1628780086.147128,1628780086.151364,35,4.235982894897461,0,11,5,13426,1329,15,5,13100,983,
1628780087.18686,1628780087.193306,36,6.445884704589844,0,11,5,13429,1329,15,5,13103,983,
1628780088.249628,1628780088.25444,37,4.812002182006836,0,13,5,13600,1329,17,5,13190,983,
1628780089.275343,1628780089.279246,38,3.9031505584716797,0,13,5,13599,1329,17,5,13189,983,
1628780090.311196,1628780090.315379,39,4.1828155517578125,0,13,5,13607,1329,17,5,13197,983,
1628780091.337063,1628780091.341199,40,4.135847091674805,0,13,5,13608,1329,17,5,13198,983,
1628780092.366538,1628780092.374135,41,7.5969696044921875,0,13,5,13597,1329,17,5,13187,983,
1628780093.409522,1628780093.417507,42,7.98487663269043,0,13,5,13607,1329,17,5,13197,983,
1628780094.453457,1628780094.459118,43,5.660772323608398,0,11,5,13422,1329,15,5,13096,983,
1628780095.495118,1628780095.499406,44,4.288196563720703,0,13,5,13600,1329,17,5,13190,983,
