FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_0ms_uuZRCjDlmB_parsed_handshake.csv,1637140371.1152778,18.505749756247297,1637140371.120867,18.505748050213516,499.0,17.913666502568915,5.587569705478184,0.0943717468594673,dilithium2,,1000.0,0.0,delay,,0ms,,11.212212212212211,0.11491516440346453,5.077077077077077,0.02126379361642447,11065.015015015015,10.620314622846735,1334.6636636636636,1.6010834943900782,15.11111111111111,0.10733205717962366,5.077077077077077,0.02126379361642447,10729.985985985986,5.829357575187853,985.5425425425425,0.7211254537194467,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_100ms_WGyEYfzaAh_parsed_handshake.csv,1637141571.01865,24.073211401423144,1637141571.2092261,24.0733854333294,499.0,17.913666502568915,190.57233531673154,2.53091265463356,dilithium2,,1000.0,0.0,delay,,100ms,,10.98898898898899,0.10285218124367634,4.975975975975976,0.024969530114834625,10984.846846846847,36.34407466271956,1321.4564564564564,6.399912424100348,14.5005005005005,0.09271825717542921,4.975975975975976,0.024969530114834625,10658.492492492493,34.63306480022704,977.2822822822823,4.723495232949774,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_200ms_yhvPxNJzIM_parsed_handshake.csv,1637142674.7530072,14.757430825457623,1637142674.872072,14.757724568536522,499.0,17.913666502568915,119.0646055105093,7.354469037888559,dilithium2,,1000.0,0.0,delay,,200ms,,7.151151151151151,0.2670930650826605,2.5015015015015014,0.15564005810090328,6241.4324324324325,150.06692240538266,664.1211211211212,41.29645534543826,8.823823823823824,0.366488725359898,2.5015015015015014,0.15564005810090328,6009.009009009009,143.36096411727038,491.13313313313313,30.538709934355765,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_300ms_RrzFMsgjJx_parsed_handshake.csv,1637144412.1387572,17.512228435809515,1637144412.4644966,17.512551328037357,499.0,17.913666502568915,325.7432602069996,21.360040296938212,dilithium2,,1000.0,0.0,delay,,300ms,,11.713713713713714,0.6006149874288067,4.261261261261262,0.2807604584482137,10309.078078078079,450.6610441682929,992.3823823823824,64.51597559448693,13.04904904904905,0.6701000202313012,4.261261261261262,0.2807604584482137,9884.865865865866,429.58523400407944,745.6456456456457,48.748550708331095,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_400ms_kEYQAfnSbN_parsed_handshake.csv,1637146445.701696,20.143684092860802,1637146446.1849782,20.143709744364084,499.0,17.913666502568915,483.2829870619215,29.926909518477103,dilithium2,,1000.0,0.0,delay,,400ms,,15.38038038038038,0.7793949163606586,4.52052052052052,0.28136866659796356,13823.4004004004,621.7112798101556,1095.8508508508507,68.62644330914902,16.177177177177178,0.8269785390461573,4.52052052052052,0.28136866659796356,13222.484484484485,592.107468638473,860.9289289289289,54.05814217544624,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_0ms_ebUznOXVuw_parsed_handshake.csv,1637148669.7606525,18.512814678693633,1637148669.7666585,18.512809578441587,499.0,17.913666502568915,6.005861379720785,0.0990392935928943,dilithium3,,1000.0,0.0,delay,,0ms,,13.385385385385385,0.12749621507291564,5.064064064064064,0.02097436223662956,13650.471471471472,19.239365321525522,1334.6506506506507,2.915860992261817,17.294294294294293,0.12008364470339261,5.064064064064064,0.02097436223662956,13224.71871871872,16.748544531867363,985.5265265265265,1.3815668157038008,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_100ms_jeYspRVDgx_parsed_handshake.csv,1637149870.7050972,24.065509791111168,1637149870.8998992,24.065658424945674,499.0,17.913666502568915,194.80371785474134,2.4179630492687765,dilithium3,,1000.0,0.0,delay,,100ms,,13.97997997997998,0.1605969452530099,4.987987987987988,0.021153687674868107,13661.414414414414,48.55381977311554,1324.2742742742744,5.246664588883972,17.463463463463462,0.14675898231226833,4.987987987987988,0.021153687674868107,13209.721721721722,45.22727077243831,979.3123123123123,3.8646589848133353,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_200ms_fzxBstAjKR_parsed_handshake.csv,1637150974.4091594,14.76194488623427,1637150974.5319095,14.761909452068046,499.0,17.913666502568915,122.74892337329395,7.549976942808154,dilithium3,,1000.0,0.0,delay,,200ms,,8.196196196196196,0.3344321085616292,2.5035035035035036,0.1558135496096637,7526.415415415416,229.9720556360072,664.2692692692692,41.306651916910425,9.962962962962964,0.4393015900655384,2.5035035035035036,0.1558135496096637,7250.103103103103,220.533304077093,491.1941941941942,30.54274718318883,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_300ms_jnnoTjdPaq_parsed_handshake.csv,1637152710.8429916,17.447711993375684,1637152711.1678905,17.44770603933281,499.0,17.913666502568915,324.89482585612956,21.078289717230977,dilithium3,,1000.0,0.0,delay,,300ms,,13.832832832832834,0.744923672816199,4.33033033033033,0.28789342186583355,12235.624624624625,583.315470604167,1168.4444444444443,83.87931101226633,15.15015015015015,0.8143793550501954,4.33033033033033,0.28789342186583355,11722.382382382382,556.2596227920932,918.8338338338339,68.7770601337803,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_400ms_XcJDnZVVtl_parsed_handshake.csv,1637154746.556818,20.118051037507925,1637154747.0441885,20.11811943210813,499.0,17.913666502568915,487.369827560715,30.152927750756295,dilithium3,,1000.0,0.0,delay,,400ms,,18.34934934934935,0.9669977281863698,4.634634634634635,0.2898498719270987,16462.256256256256,785.4574468752706,1207.6636636636636,79.33775328170611,19.193193193193192,1.017288222670867,4.634634634634635,0.2898498719270987,15738.885885885886,748.2250461602067,965.7067067067067,64.54179950410725,,
.\quic_Local_Experiments\fullyAutomatedLogs_1000_quic_delay\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_0ms_DtwZgLtdZU_parsed_handshake.csv,1637156971.498581,18.537840360339224,1637156971.5052452,18.537871688960283,499.0,17.913666502568915,6.664170159233941,0.1037259291092996,dilithium5,,1000.0,0.0,delay,,0ms,,16.995995995995997,0.17465668676823928,5.105105105105105,0.025011301509866166,17223.523523523523,28.461523196113724,1336.6626626626626,1.8362741787936505,20.87787787787788,0.16537790672990196,5.105105105105105,0.025011301509866166,16645.609609609608,24.47488829828909,986.3303303303303,0.7861585513328305,,
