Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630796108.68158,1630796108.71299,0,31.40997886657715,0,8,4,5826,264,0,0,0,0,
1630796110.099788,1630796110.123349,1,23.56100082397461,0,8,4,5833,264,0,0,0,0,
1630796111.513855,1630796111.530239,2,16.384124755859375,0,8,4,5827,264,0,0,0,0,
1630796112.679653,1630796112.693529,3,13.875961303710938,0,8,4,5832,264,0,0,0,0,
1630796114.157173,1630796114.180935,4,23.761987686157227,0,8,5,5831,330,0,0,0,0,
1630796115.532427,1630796115.549306,5,16.878843307495117,0,8,5,5835,330,0,0,0,0,
1630796116.921877,1630796116.935671,6,13.794183731079102,0,8,5,5834,330,0,0,0,0,
1630796118.35448,1630796118.384566,7,30.086040496826172,0,10,5,5973,330,0,0,0,0,
1630796119.83577,1630796119.852881,8,17.11106300354004,0,8,5,5833,330,0,0,0,0,
1630796121.172977,1630796121.184578,9,11.600971221923828,0,8,5,5832,330,0,0,0,0,
1630796122.370114,1630796122.384756,10,14.642000198364258,0,8,5,5829,330,0,0,0,0,
1630796123.799597,1630796123.831869,11,32.2718620300293,0,8,5,5836,330,0,0,0,0,
1630796125.252428,1630796125.268417,12,15.988826751708984,0,8,5,5836,330,0,0,0,0,
1630796126.444301,1630796126.466184,13,21.883010864257812,0,8,5,5833,330,0,0,0,0,
1630796127.848254,1630796127.873929,14,25.675058364868164,0,8,5,5828,330,0,0,0,0,
1630796129.30101,1630796129.320609,15,19.599199295043945,0,8,5,5829,330,0,0,0,0,
1630796130.713854,1630796130.733056,16,19.201993942260742,0,8,5,5828,330,0,0,0,0,
1630796132.109876,1630796132.126892,17,17.016172409057617,0,8,5,5833,330,0,0,0,0,
1630796133.343366,1630796133.369696,18,26.329994201660156,0,8,5,5830,330,0,0,0,0,
1630796134.670129,1630796134.690289,19,20.15995979309082,0,10,4,5967,264,0,0,0,0,
1630796136.17629,1630796136.18981,20,13.520002365112305,0,8,5,5830,330,0,0,0,0,
1630796137.467338,1630796137.484985,21,17.64702796936035,0,8,5,5835,330,0,0,0,0,
1630796138.861756,1630796138.88235,22,20.593881607055664,0,10,4,5969,264,0,0,0,0,
1630796140.256968,1630796140.27785,23,20.88189125061035,0,10,5,5968,330,0,0,0,0,
1630796141.539275,1630796141.557698,24,18.423080444335938,0,8,5,5832,330,0,0,0,0,
1630796143.056244,1630796143.070029,25,13.785123825073242,0,8,5,5834,330,0,0,0,0,
1630796144.492377,1630796144.506261,26,13.88406753540039,0,8,5,5831,330,0,0,0,0,
1630796145.765412,1630796145.789488,27,24.075984954833984,0,8,5,5835,330,0,0,0,0,
1630796147.215404,1630796147.235899,28,20.494937896728516,0,8,5,5838,330,0,0,0,0,
1630796148.628094,1630796148.641058,29,12.964010238647461,0,8,5,5828,330,0,0,0,0,
1630796149.980808,1630796150.003435,30,22.626876831054688,0,10,5,5971,330,0,0,0,0,
1630796151.352953,1630796151.371012,31,18.05901527404785,0,10,5,5970,330,0,0,0,0,
1630796152.784493,1630796152.800478,32,15.98501205444336,0,8,5,5831,330,0,0,0,0,
1630796154.036615,1630796154.061641,33,25.02608299255371,0,8,5,5837,330,0,0,0,0,
1630796155.390394,1630796155.424501,34,34.10696983337402,0,10,5,5962,330,0,0,0,0,
1630796156.665265,1630796156.694433,35,29.167890548706055,0,8,4,5838,264,0,0,0,0,
1630796158.02836,1630796158.040455,36,12.095212936401367,0,8,5,5832,330,0,0,0,0,
1630796159.364766,1630796159.387697,37,22.93109893798828,0,8,4,5834,264,0,0,0,0,
1630796160.748804,1630796160.765627,38,16.82281494140625,0,8,5,5831,330,0,0,0,0,
1630796161.953007,1630796161.969821,39,16.813993453979492,0,8,4,5834,264,0,0,0,0,
1630796163.321576,1630796163.344009,40,22.432804107666016,0,10,4,5957,264,0,0,0,0,
1630796164.685398,1630796164.708369,41,22.970914840698242,0,8,5,5829,330,0,0,0,0,
1630796165.986128,1630796166.005389,42,19.260883331298828,0,10,4,5965,264,0,0,0,0,
1630796167.424893,1630796167.437491,43,12.598037719726562,0,8,5,5828,330,0,0,0,0,
1630796168.855782,1630796168.871812,44,16.030073165893555,0,8,4,5833,264,0,0,0,0,
1630796170.292726,1630796170.306595,45,13.869047164916992,0,8,4,5835,264,0,0,0,0,
1630796171.704185,1630796171.723946,46,19.761085510253906,0,8,4,5834,264,0,0,0,0,
1630796173.193336,1630796173.21692,47,23.58388900756836,0,8,4,5837,264,0,0,0,0,
1630796174.492483,1630796174.509178,48,16.695022583007812,0,8,5,5833,330,0,0,0,0,
1630796176.002256,1630796176.019559,49,17.302989959716797,0,8,4,5828,264,0,0,0,0,
1630796177.393947,1630796177.412802,50,18.85509490966797,0,10,5,5962,330,0,0,0,0,
1630796178.857912,1630796178.877546,51,19.634008407592773,0,8,5,5841,330,0,0,0,0,
1630796180.174964,1630796180.205054,52,30.0900936126709,0,10,4,5963,264,0,0,0,0,
1630796181.418574,1630796181.433168,53,14.593839645385742,0,8,5,5831,330,0,0,0,0,
1630796182.718471,1630796182.733537,54,15.065908432006836,0,8,5,5834,330,0,0,0,0,
1630796184.144111,1630796184.157691,55,13.580083847045898,0,8,4,5825,264,0,0,0,0,
1630796185.533871,1630796185.56254,56,28.669118881225586,0,10,5,5963,330,0,0,0,0,
1630796186.98546,1630796187.001505,57,16.04485511779785,0,10,5,5962,330,0,0,0,0,
1630796188.279777,1630796188.291937,58,12.160062789916992,0,8,4,5834,264,0,0,0,0,
1630796189.537064,1630796189.560708,59,23.643970489501953,0,8,5,5830,330,0,0,0,0,
1630796190.897735,1630796190.930381,60,32.64594078063965,0,8,5,5830,330,0,0,0,0,
1630796192.079417,1630796192.097551,61,18.134117126464844,0,8,5,5831,330,0,0,0,0,
1630796193.439936,1630796193.461479,62,21.543025970458984,0,8,5,5832,330,0,0,0,0,
1630796194.833717,1630796194.848426,63,14.708995819091797,0,8,5,5835,330,0,0,0,0,
1630796196.313455,1630796196.33282,64,19.36483383178711,0,8,4,5830,264,0,0,0,0,
1630796197.740951,1630796197.758042,65,17.091035842895508,0,8,5,5832,330,0,0,0,0,
1630796199.165303,1630796199.1897,66,24.396896362304688,0,10,5,5964,330,0,0,0,0,
1630796200.662068,1630796200.685673,67,23.6051082611084,0,10,5,5960,330,0,0,0,0,
1630796202.128067,1630796202.140924,68,12.85696029663086,0,8,5,5835,330,0,0,0,0,
1630796203.442216,1630796203.456826,69,14.610052108764648,0,8,5,5833,330,0,0,0,0,
