Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630793338.521799,1630793338.529376,0,7.576942443847656,0,12,5,13560,330,0,0,0,0,
1630793339.908769,1630793339.919236,1,10.467052459716797,0,10,5,13428,330,0,0,0,0,
1630793341.397723,1630793341.401657,2,3.934144973754883,0,10,4,13428,264,0,0,0,0,
1630793342.765309,1630793342.780922,3,15.61284065246582,0,12,4,13560,264,0,0,0,0,
1630793344.22989,1630793344.241488,4,11.597871780395508,0,9,4,13362,264,0,0,0,0,
1630793345.551934,1630793345.556954,5,5.019903182983398,0,10,4,13428,264,0,0,0,0,
1630793346.954044,1630793346.965516,6,11.471986770629883,0,15,4,13758,264,0,0,0,0,
1630793348.328935,1630793348.335109,7,6.1740875244140625,0,10,4,13428,264,0,0,0,0,
1630793349.550106,1630793349.556605,8,6.499052047729492,0,12,5,13560,330,0,0,0,0,
1630793351.043525,1630793351.052533,9,9.007930755615234,0,10,4,13428,264,0,0,0,0,
1630793352.544322,1630793352.548334,10,4.011869430541992,0,10,5,13428,330,0,0,0,0,
1630793353.926376,1630793353.936943,11,10.566949844360352,0,10,5,13428,330,0,0,0,0,
1630793355.356014,1630793355.367922,12,11.90805435180664,0,10,4,13428,264,0,0,0,0,
1630793356.748758,1630793356.752759,13,4.00090217590332,0,10,5,13428,330,0,0,0,0,
1630793358.202397,1630793358.217599,14,15.201807022094727,0,15,4,13758,264,0,0,0,0,
1630793359.585622,1630793359.591424,15,5.801916122436523,0,10,5,13428,330,0,0,0,0,
1630793360.937504,1630793360.950193,16,12.688875198364258,0,10,5,13428,330,0,0,0,0,
1630793362.455659,1630793362.472588,17,16.929149627685547,0,16,5,13824,330,0,0,0,0,
1630793363.720043,1630793363.728687,18,8.64410400390625,0,10,4,13428,264,0,0,0,0,
1630793365.109332,1630793365.113667,19,4.334926605224609,0,9,4,13362,264,0,0,0,0,
1630793366.505076,1630793366.511418,20,6.342172622680664,0,10,5,13428,330,0,0,0,0,
1630793367.841088,1630793367.851994,21,10.905981063842773,0,10,4,13428,264,0,0,0,0,
1630793369.236521,1630793369.241459,22,4.937887191772461,0,10,4,13428,264,0,0,0,0,
1630793370.773455,1630793370.790378,23,16.923189163208008,0,12,5,13560,330,0,0,0,0,
1630793372.104945,1630793372.114069,24,9.124040603637695,0,10,5,13428,330,0,0,0,0,
1630793373.510968,1630793373.518079,25,7.111072540283203,0,10,4,13428,264,0,0,0,0,
1630793374.999609,1630793375.007259,26,7.649898529052734,0,10,5,13428,330,0,0,0,0,
1630793376.308941,1630793376.313181,27,4.2400360107421875,0,10,5,13428,330,0,0,0,0,
1630793377.672625,1630793377.6842,28,11.574983596801758,0,10,4,13428,264,0,0,0,0,
1630793379.149411,1630793379.167358,29,17.946958541870117,0,10,5,13428,330,0,0,0,0,
1630793380.44515,1630793380.450044,30,4.894018173217773,0,10,5,13428,330,0,0,0,0,
1630793381.796371,1630793381.80874,31,12.368917465209961,0,10,5,13428,330,0,0,0,0,
1630793383.182413,1630793383.193322,32,10.908842086791992,0,12,5,13560,330,0,0,0,0,
1630793384.501735,1630793384.509328,33,7.592916488647461,0,10,5,13428,330,0,0,0,0,
1630793385.926782,1630793385.930733,34,3.9510726928710938,0,10,5,13428,330,0,0,0,0,
1630793387.22089,1630793387.224425,35,3.535032272338867,0,10,5,13428,330,0,0,0,0,
1630793388.634144,1630793388.640264,36,6.119966506958008,0,10,5,13428,330,0,0,0,0,
1630793390.040148,1630793390.044947,37,4.79888916015625,0,10,4,13428,264,0,0,0,0,
1630793391.392717,1630793391.397795,38,5.07807731628418,0,10,4,13428,264,0,0,0,0,
1630793392.642115,1630793392.649852,39,7.736921310424805,0,14,4,13692,264,0,0,0,0,
1630793393.925033,1630793393.937298,40,12.26496696472168,0,15,5,13758,330,0,0,0,0,
1630793395.405776,1630793395.417825,41,12.048959732055664,0,16,5,13824,330,0,0,0,0,
1630793396.676855,1630793396.691607,42,14.751911163330078,0,12,5,13560,330,0,0,0,0,
1630793398.099782,1630793398.104864,43,5.081892013549805,0,10,5,13428,330,0,0,0,0,
1630793399.496858,1630793399.508652,44,11.794090270996094,0,10,5,13428,330,0,0,0,0,
1630793400.73945,1630793400.752779,45,13.329029083251953,0,10,5,13428,330,0,0,0,0,
1630793402.060836,1630793402.073316,46,12.480020523071289,0,10,5,13428,330,0,0,0,0,
1630793403.269093,1630793403.272878,47,3.7848949432373047,0,10,5,13428,330,0,0,0,0,
1630793404.704319,1630793404.711419,48,7.100105285644531,0,10,5,13428,330,0,0,0,0,
1630793406.212923,1630793406.221185,49,8.261919021606445,0,10,4,13428,264,0,0,0,0,
1630793407.57966,1630793407.584982,50,5.321979522705078,0,10,5,13428,330,0,0,0,0,
1630793409.059455,1630793409.065503,51,6.047964096069336,0,10,5,13428,330,0,0,0,0,
1630793410.325165,1630793410.330146,52,4.981040954589844,0,10,5,13428,330,0,0,0,0,
1630793411.749116,1630793411.756263,53,7.147073745727539,0,12,5,13560,330,0,0,0,0,
