RSA,Dilithium 2,Dilithium 3,Dilithium 5,Falcon 512,Falcon 1024,
143.6929702758789,287.1389389038086,276.3960361480713,290.08007049560547,251.3868808746338,261.23905181884766,
133.7728500366211,251.7681121826172,254.07004356384277,252.68292427062988,276.0589122772217,277.3439884185791,
147.32098579406738,276.8251895904541,253.13997268676758,251.33919715881348,251.9371509552002,252.29811668395996,
134.29903984069824,252.21800804138184,275.91490745544434,275.22897720336914,275.81095695495605,253.4770965576172,
147.25208282470703,250.72002410888672,252.38609313964844,252.26497650146484,251.19996070861816,276.2129306793213,
146.20113372802734,252.4878978729248,275.6779193878174,252.76994705200195,275.9079933166504,252.14886665344238,
133.75091552734375,252.08806991577148,253.96394729614258,253.65209579467773,273.5319137573242,251.53112411499023,
134.44805145263672,251.9359588623047,376.0049343109131,251.2228488922119,252.98094749450684,251.83796882629395,
133.81290435791016,253.02600860595703,276.1960029602051,378.28516960144043,250.1969337463379,276.500940322876,
134.96685028076172,273.59509468078613,253.30781936645508,254.80413436889648,249.82500076293945,274.65319633483887,
146.43597602844238,252.44784355163574,276.324987411499,277.9650688171387,275.62999725341797,252.07114219665527,
134.86003875732422,251.61504745483398,378.86500358581543,376.1899471282959,250.96893310546875,250.4730224609375,
134.66691970825195,277.03094482421875,273.7410068511963,375.5168914794922,252.3210048675537,275.8641242980957,
146.7430591583252,376.5909671783447,378.9360523223877,253.53503227233887,273.576021194458,277.4639129638672,
147.22013473510742,297.23310470581055,253.12495231628418,253.5250186920166,251.3589859008789,253.58295440673828,
134.59110260009766,252.72703170776367,378.5429000854492,251.6019344329834,251.39904022216797,278.2130241394043,
134.70005989074707,377.1250247955322,274.37591552734375,251.95908546447754,250.35905838012695,252.37607955932617,
133.72206687927246,252.72011756896973,275.64477920532227,253.07917594909668,250.02193450927734,252.21991539001465,
134.59396362304688,275.2058506011963,252.44808197021484,413.7439727783203,274.95503425598145,277.85301208496094,
