RSA,Dilithium 2,Dilithium 3,Dilithium 5,Falcon 512,Falcon 1024,
119.4448471069336,132.2619915008545,148.22006225585938,131.38198852539062,110.43405532836914,127.28381156921387,
117.19417572021484,131.50501251220703,139.94503021240234,129.85610961914062,120.24497985839844,119.049072265625,
128.56292724609375,136.0640525817871,153.61309051513672,140.3801441192627,126.3728141784668,114.74609375,
128.60894203186035,122.55978584289551,137.13788986206055,135.87498664855957,116.31011962890625,104.28309440612793,
116.33706092834473,132.16090202331543,149.155855178833,126.73187255859375,124.50504302978516,121.48284912109375,
121.27113342285156,129.92000579833984,160.99119186401367,146.15511894226074,115.28611183166504,104.52795028686523,
131.40583038330078,137.5260353088379,144.91605758666992,137.33506202697754,126.0538101196289,120.87297439575195,
124.3588924407959,132.45892524719238,163.59305381774902,144.90795135498047,117.10286140441895,116.35303497314453,
126.3728141784668,131.96086883544922,137.77494430541992,141.6170597076416,123.61288070678711,131.48093223571777,
113.09003829956055,127.1200180053711,129.77004051208496,141.6339874267578,110.27812957763672,116.14489555358887,
105.76796531677246,125.5640983581543,153.99622917175293,120.52798271179199,107.95307159423828,109.06314849853516,
117.87700653076172,140.6869888305664,159.1031551361084,126.03998184204102,115.8599853515625,129.70614433288574,
116.58310890197754,118.49117279052734,146.54207229614258,136.6119384765625,112.71405220031738,114.3500804901123,
116.61386489868164,129.47797775268555,162.52708435058594,137.27593421936035,112.00308799743652,125.9908676147461,
116.50204658508301,127.75897979736328,143.70203018188477,135.0851058959961,121.90794944763184,120.14913558959961,
115.17786979675293,128.00884246826172,154.94394302368164,128.07798385620117,123.03590774536133,131.82902336120605,
128.59201431274414,137.8161907196045,149.1560935974121,129.1518211364746,109.15279388427734,104.68697547912598,
123.21686744689941,130.3689479827881,160.51292419433594,127.90989875793457,121.34599685668945,132.53498077392578,
123.23689460754395,135.47801971435547,137.9709243774414,142.49491691589355,114.2120361328125,114.36080932617188,
126.52420997619629,140.1829719543457,156.9650173187256,136.60001754760742,107.45096206665039,130.19299507141113,
126.4951229095459,136.07501983642578,144.0138816833496,135.69116592407227,105.08489608764648,109.99608039855957,
121.8409538269043,130.68819046020508,147.7799415588379,122.6041316986084,119.80104446411133,111.8478775024414,
113.09814453125,147.3829746246338,145.6928253173828,116.74880981445312,125.6399154663086,118.20507049560547,
