FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium2_numSamples_1000_delay_0ms_daHMwfbQyw_parsed_handshake_remove95percentile.csv,1638474805.2071178,27.802359483499533,1638474805.2163243,27.802369381033127,499.2865731462926,17.922809000844374,9.205471298737612,0.36493297452893453,dilithium2,,1000.0,0.0,delay,,0ms,,8.430861723446894,0.06667632674413157,4.580160320641283,0.031172745329247513,7694.436873747495,4.400637565112683,303.8156312625251,3.193616534115972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium2_numSamples_1000_delay_100ms_WybkKGhYGg_parsed_handshake_remove95percentile.csv,1638477912.7302053,27.521759916221885,1638477912.9588594,27.521762118045636,499.0503524672709,17.977427725849136,228.6554004730655,0.4332061787382949,dilithium2,,1000.0,0.0,delay,,100ms,,11.937562940584089,0.015074534078021477,4.561933534743202,0.030912557742484012,7925.87915407855,0.9949192491494178,301.08761329305133,2.0402288110039444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium2_numSamples_1000_delay_200ms_RFFPtITpbJ_parsed_handshake_remove95percentile.csv,1638479448.1111681,27.194256266517314,1638479448.5346656,27.194260401643074,498.96157735085944,17.96279068336953,423.5006441843401,0.44131135177847014,dilithium2,,1000.0,0.0,delay,,200ms,,11.93427704752275,0.015722969625004187,4.627906976744186,0.030176953288512342,7925.662285136502,1.0377159952502766,305.4418604651163,1.9916789170418145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium2_numSamples_1000_delay_400ms_tOKChDRVuE_parsed_handshake_remove95percentile.csv,1638480970.8055325,27.137824483631597,1638480971.621268,27.13782621666537,499.8723404255319,18.039509829594138,815.7326414230022,0.3935522346086841,dilithium2,,1000.0,0.0,delay,,400ms,,13.789260385005067,0.03183797012432245,3.286727456940223,0.031317300798010574,8048.091185410334,2.1013060282052822,216.92401215805472,2.0669418526686982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium2_numSamples_1000_delay_50ms_WXEgqLpeML_parsed_handshake_remove95percentile.csv,1638476361.5946887,27.707649767850246,1638476361.724586,27.707677514075005,500.01207243460766,17.931907217202,129.89689118905326,0.47377299253530786,dilithium2,,1000.0,0.0,delay,,50ms,,11.950704225352112,0.013481266642943673,4.56841046277666,0.03084392399875525,7926.7464788732395,0.8897635984342823,301.51509054325953,2.035698983917847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium3_numSamples_1000_delay_0ms_pTNkKMtbcT_parsed_handshake_remove95percentile.csv,1638482493.7331636,27.18664267762474,1638482493.743317,27.186635395493653,498.8293172690763,17.966347777086362,10.154324123658329,0.36269532491480033,dilithium3,,1000.0,0.0,delay,,0ms,,10.61144578313253,0.08247695365514324,4.5582329317269075,0.03151628495746182,10224.355421686747,5.443478941239452,301.59939759036143,2.3967683101440955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium3_numSamples_1000_delay_100ms_wIuajrANKn_parsed_handshake_remove95percentile.csv,1638485589.3858807,27.725021050237256,1638485589.6151607,27.725034371378648,497.6811740890688,18.007668706031808,229.27971359206597,0.4561487444525536,dilithium3,,1000.0,0.0,delay,,100ms,,13.906882591093117,0.02312631855493789,4.582995951417004,0.030798198486688657,10441.854251012146,1.5263370246259007,302.47773279352225,2.032681100121451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium3_numSamples_1000_delay_200ms_pXCfWznEDG_parsed_handshake_remove95percentile.csv,1638487126.765246,27.10971417720973,1638487127.189246,27.10968708882336,498.16349047141426,17.91052512066211,423.99940734641365,0.46756824885243564,dilithium3,,1000.0,0.0,delay,,200ms,,13.936810431293882,0.028333751553315155,4.608826479438315,0.030344360422511797,10443.829488465397,1.8700276025188003,304.1825476429288,2.0027277878857785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium3_numSamples_1000_delay_400ms_YPKwNWSyLH_parsed_handshake_remove95percentile.csv,1638488641.4716556,26.91172467229246,1638488642.2879047,26.911927160138752,492.97969543147207,17.856206519538205,816.2451804591919,2.672746301348456,dilithium3,,1000.0,0.0,delay,,400ms,,15.630456852791879,0.0740330498650105,3.250761421319797,0.10036013400365712,10246.64771573604,104.75673925489006,441.51370558375635,109.87131469806067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\12-06-21_Droprate_Delay_FullyAutomatedLogs\fullyAutomatedLogs_delay_TCPTLS\pending_TCPDUMP_dilithium3_numSamples_1000_delay_50ms_HtHNIbcavR_parsed_handshake_remove95percentile.csv,1638484037.5513494,27.74547291457823,1638484037.681252,27.74548348768871,498.5116044399596,17.982102812670316,129.90420713915475,0.4748320240193751,dilithium3,,1000.0,0.0,delay,,50ms,,13.89909182643794,0.025209294083202178,4.610494450050454,0.03041301364971736,10441.340060544904,1.663813409491344,304.29263370332995,2.0072589008813453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
