FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium2_numSamples_10_1RTT_duplicate_0%_GODnzpWyku_parsed_handshake.csv,1637220527.0983658,2.1775494628857586,1637220527.103685,2.1773879277232013,4.0,2.1050841374299436,5.318959554036458,0.8176438307100832,dilithium2,,10.0,0.0,duplicate,,0%,,11.0,1.0870607742175435,5.0,0.0,11049.444444444445,111.30509114003272,1329.0,0.0,15.0,1.0870607742175435,5.0,0.0,10723.444444444445,66.03738871644485,983.0,0.0,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium2_numSamples_10_1RTT_duplicate_10%_QctltkRCMa_parsed_handshake.csv,1637220574.3264349,2.2007573010327226,1637220574.331422,2.2008469610483274,5.777777777777778,2.7921219411103846,4.987451765272352,0.6619127860666122,dilithium2,,10.0,0.0,duplicate,,10%,,10.222222222222221,1.0718563782248376,5.555555555555555,0.5584243882220767,11101.666666666666,305.3015554856404,1372.6666666666667,43.67394339150705,14.333333333333334,1.0870607742175435,5.555555555555555,0.5584243882220767,10808.333333333334,295.70151171433554,1003.3333333333334,20.30433403554911,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium2_numSamples_10_1RTT_duplicate_20%_MLNnWkTLFK_parsed_handshake.csv,1637220597.9546666,2.1942979344993137,1637220597.9601958,2.1941647533163655,5.777777777777778,2.3622564046268213,5.529324213663737,1.6543169138465454,dilithium2,,10.0,0.0,duplicate,,20%,,10.555555555555555,1.0945837759134904,5.888888888888889,0.713293757976526,11256.444444444445,418.94102857827903,1464.6666666666667,143.07192118583467,15.0,1.3857360250491337,5.888888888888889,0.713293757976526,10968.888888888889,415.9434329205859,1061.5555555555557,88.61471724846022,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium2_numSamples_10_1RTT_duplicate_40%_ghEeibpFvn_parsed_handshake.csv,1637220621.5237725,2.198112436696273,1637220621.5285463,2.197992031681833,4.444444444444445,2.5813719906552297,4.773775736490886,0.8888407677636047,dilithium2,,10.0,0.0,duplicate,,40%,,10.88888888888889,1.5104104327738015,5.888888888888889,1.048636518813596,11558.777777777777,468.71795679539025,1427.7777777777778,126.20956868194381,15.444444444444445,1.5426648272828025,5.888888888888889,1.048636518813596,11246.666666666666,467.5037533148308,1035.2222222222222,72.75675285016702,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium2_numSamples_10_1RTT_duplicate_5%_NhrtZqAsLB_parsed_handshake.csv,1637220550.688659,2.2212477608046304,1637220550.6940172,2.2207408432124236,4.0,2.1050841374299436,5.35840458340115,0.727222244820106,dilithium2,,10.0,0.0,duplicate,,5%,,11.0,1.3857360250491337,5.333333333333333,0.3843340225055617,11305.0,486.5266462968494,1387.0,95.3024389032675,15.222222222222221,1.4774520572690018,5.333333333333333,0.3843340225055617,10988.888888888889,438.7730384227679,1017.1111111111111,62.17242182804399,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium3_numSamples_10_1RTT_duplicate_0%_JchArGvOgK_parsed_handshake.csv,1637220651.813091,2.1734599206591247,1637220651.8186057,2.1733339592073793,4.0,2.1050841374299436,5.514515770806207,0.7583288578574685,dilithium3,,10.0,0.0,duplicate,,0%,,12.555555555555555,0.6779014959538784,5.333333333333333,0.5435303871087717,13564.222222222223,59.217102840933165,1353.5555555555557,39.861777308546756,16.555555555555557,0.6779014959538786,5.333333333333333,0.5435303871087717,13172.888888888889,30.810178191610582,993.5555555555555,17.037363405067293,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium3_numSamples_10_1RTT_duplicate_10%_GMtpOqGQHC_parsed_handshake.csv,1637220699.051215,2.2033406167776706,1637220699.0571225,2.203103875498654,4.0,2.1050841374299436,5.907668007744683,0.9403828553917029,dilithium3,,10.0,0.0,duplicate,,10%,,13.555555555555555,1.4940221311882145,5.444444444444445,0.40512363113732963,13786.333333333334,332.96260714215373,1363.7777777777778,31.811106196867748,17.666666666666668,1.5373360900222468,5.444444444444445,0.40512363113732963,13353.0,307.4693798757257,999.1111111111111,14.922084299170407,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium3_numSamples_10_1RTT_duplicate_20%_QNLAcVvFIf_parsed_handshake.csv,1637220722.6494927,2.1994018078012,1637220722.6555233,2.1999072675760396,6.0,3.238456036559197,6.030135684543186,1.0753857959265893,dilithium3,,10.0,0.0,duplicate,,20%,,13.444444444444445,1.7658929677678676,5.666666666666667,0.5435303871087718,13780.111111111111,302.28315415046643,1480.5555555555557,149.44027287899203,17.88888888888889,1.6505991633336845,5.666666666666667,0.5435303871087718,13381.111111111111,277.01164805947457,1076.888888888889,97.08329477885003,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium3_numSamples_10_1RTT_duplicate_40%_pZzqlaLqEb_parsed_handshake.csv,1637220746.2194667,2.1899236821363477,1637220746.224642,2.189741861720932,6.222222222222222,2.7116059838155135,5.1752196417914496,0.8139974501639303,dilithium3,,10.0,0.0,duplicate,,40%,,13.88888888888889,0.9756669040887836,5.888888888888889,0.6008954520654731,14327.555555555555,447.81166631547467,1465.888888888889,130.26170630846684,18.666666666666668,0.8593970003883701,5.888888888888889,0.6008954520654731,13900.0,434.10693722904483,1062.7777777777778,84.19264447879699,,
.\quic_Local_Experiments\fullyAutomatedLogs_10_quic_duplicate\pending_TCPDUMP_dilithium3_numSamples_10_1RTT_duplicate_5%_gcjloYiHUS_parsed_handshake.csv,1637220675.3568082,2.215273563919441,1637220675.362668,2.215449263249016,4.0,2.1050841374299436,5.860196219550239,1.657686142673851,dilithium3,,10.0,0.0,duplicate,,5%,,13.11111111111111,1.2420855329466707,5.444444444444445,0.5584243882220767,13746.444444444445,288.6932144156906,1372.5555555555557,61.474357387107275,17.22222222222222,1.2017909041309462,5.444444444444445,0.5584243882220767,13331.777777777777,286.2774543168821,1007.8888888888889,38.82999581860275,,
