FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_0ms_eSSfaADnur_parsed_handshake_remove95percentile.csv,1640848293.9115245,19.244421709532556,1640848293.9163802,19.2444213358887,507.83982202447163,18.866157451219443,4.8537026257880935,0.05222444180889041,dilithium2,,1000.0,0.0,delay,,0ms,,10.819799777530589,0.07619505202915755,5.045606229143493,0.018933152454245306,11031.532814238042,7.504056342746485,1332.2725250278086,1.3836549364946606,14.816462736373749,0.0764422704392296,5.045606229143493,0.018933152454245306,10713.025583982202,4.3601261194469165,984.432703003337,0.5888374553101642,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_100ms_iZehJacfAu_parsed_handshake_remove95percentile.csv,1640650781.2619655,34.863816897788105,1640650781.7247212,34.86381593157685,506.21245828698557,18.949786760611712,462.7549186829598,0.3661699246916396,dilithium2,,1000.0,0.0,delay,,100ms,,12.00222469410456,0.003085653764414722,5.008898776418243,0.008717811668737453,12281.318131256952,0.3688524034379203,1329.6562847608454,0.6364083661293412,16.0,0.0,5.008898776418243,0.008717811668737453,11913.230255839822,0.2839557408356827,983.2769744160178,0.2702561089901617,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_200ms_jqriuuudyB_parsed_handshake_remove95percentile.csv,1640663272.7856545,50.10134455538261,1640663273.9033523,50.10132491044489,501.7074527252503,18.988194633169822,1117.6978600303642,0.34938801722539636,dilithium2,,1000.0,0.0,delay,,200ms,,28.006674082313683,0.012348633539114645,9.017797552836486,0.008659171014385882,27394.22914349277,9.350801051239785,2177.3748609566182,0.6729991596600826,30.008898776418242,0.012342615057658888,9.017797552836486,0.008659171014385882,26306.99666295884,8.802697912171684,1709.579532814238,0.27721964542111305,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_25ms_QyZUKCATsJ_parsed_handshake_remove95percentile.csv,1640629077.0033638,23.436991482673104,1640629077.0887597,23.436996503057493,499.9755283648498,18.963452299053234,85.39646061694661,0.26227832690954517,dilithium2,,1000.0,0.0,delay,,25ms,,9.0,0.0,5.0066740823136815,0.007554062984307241,10861.107897664071,0.2388063177620262,1329.5016685205785,0.5514991343249479,13.0,0.0,5.0066740823136815,0.007554062984307241,10619.122358175751,0.2385865081595148,983.2068965517242,0.23417595251352447,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_50ms_jjtImYWwmi_parsed_handshake_remove95percentile.csv,1640638276.9607313,27.187424068452998,1640638277.1217928,27.187425102252817,498.18353726362625,18.879950332338456,161.06373423066103,0.25839525284608184,dilithium2,,1000.0,0.0,delay,,50ms,,9.003337041156842,0.004879390859929836,5.011123470522803,0.009741363086214847,10861.179087875416,0.5975862570932877,1329.825361512792,0.7111810671719608,13.00222469410456,0.0043662051515123935,5.011123470522803,0.009741363086214847,10619.052280311456,0.41683595861583406,983.3448275862069,0.3019822556726601,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_0ms_rmUUWLcaOl_parsed_handshake_remove95percentile.csv,1640849326.5116496,19.30095423447224,1640849326.516951,19.30096315304155,499.9310344827586,18.896477096408958,5.301496476034434,0.06324440902225235,dilithium3,,1000.0,0.0,delay,,0ms,,13.279199110122358,0.11139851516031257,5.114571746384872,0.029403149347501267,13636.111234705228,10.306641989891483,1337.3870967741937,2.187215849888461,17.21913236929922,0.10493438310943373,5.114571746384872,0.029403149347501267,13214.27808676307,5.677742562379585,986.6818687430479,0.9625756198408519,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_100ms_QNPjETkUsl_parsed_handshake_remove95percentile.csv,1640652635.7702863,34.86295956740845,1640652636.2328436,34.8629420449725,502.34816462736376,18.948013820011468,462.55729089722087,0.38064807411290014,dilithium3,,1000.0,0.0,delay,,100ms,,14.008898776418242,0.0061506330736427785,5.013348164627364,0.010665158743711402,14846.052280311456,0.5987841863041075,1329.9822024471634,0.7785544546236591,18.006674082313683,0.005332579371855701,5.013348164627364,0.010665158743711402,14393.686318131256,0.379251551234017,983.4137931034483,0.33061992105505345,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_200ms_MkgfCggDvs_parsed_handshake_remove95percentile.csv,1640665932.877975,50.01936343693502,1640665933.9971478,50.019380350602376,499.82424916573973,18.922499437854874,1119.1698335301758,0.3774272866254882,dilithium3,,1000.0,0.0,delay,,200ms,,32.0055617352614,0.01528588501401842,9.04004449388209,0.014249789750374015,32519.42491657397,11.757126824182471,2191.221357063404,9.559800668657093,34.00667408231368,0.01380792176137791,9.04004449388209,0.014249789750374015,31264.295884315907,11.08978269017868,1722.4349276974417,9.198016887551361,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_25ms_OiqyoeFUBm_parsed_handshake_remove95percentile.csv,1640630343.1749885,23.240584145031292,1640630343.2607248,23.240608850146305,498.77085650723023,18.799710158265892,85.73322672732547,0.27317486631034216,dilithium3,,1000.0,0.0,delay,,25ms,,11.001112347052281,0.0021831025757561968,5.014460511679644,0.013954357002399317,13425.384872080089,0.32180594024828196,1330.6329254727475,1.9996410582649558,15.003337041156842,0.006549307727268589,5.014460511679644,0.013954357002399317,13099.559510567296,0.48183676675870635,983.8042269187987,1.0689140281900376,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_50ms_HRTAGMHaVK_parsed_handshake_remove95percentile.csv,1640639746.9811842,26.966224685638203,1640639747.1416168,26.96622133618328,504.6907675194661,18.739687253285847,160.43181758833938,0.2252849569488927,dilithium3,,1000.0,0.0,delay,,50ms,,11.001112347052281,0.0021831025757561968,5.008898776418243,0.008717811668737453,13425.111234705228,0.30789488567154166,1329.6596218020022,0.6364048135247026,15.0,0.0,5.008898776418243,0.008717811668737453,13099.074527252504,0.26451002976911175,983.2758620689655,0.270252161730861,,
