FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_0ms_eSSfaADnur_parsed_handshake.csv,1640848285.914205,18.272833826215496,1640848285.9191952,18.272831963848333,500.0,17.913666502568915,4.98772693706585,0.09804998919902576,dilithium2,,1000.0,0.0,delay,,0ms,,10.732732732732734,0.07477515574513688,5.053053053053053,0.019474069524293668,11027.127127127127,11.373071260210779,1332.91991991992,1.4877657793112233,14.72972972972973,0.074965703895542,5.053053053053053,0.019474069524293668,10712.284284284284,9.388392208040061,984.7597597597597,0.6820620735873676,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_100ms_iZehJacfAu_parsed_handshake.csv,1640650769.8319254,32.957637588105165,1640650770.2948554,32.95763698616355,500.0,17.913666502568915,462.9283777109018,0.4871755981807366,dilithium2,,1000.0,0.0,delay,,100ms,,12.001001001001,0.003403417701956138,5.01001001001001,0.008767030933347854,12281.258258258258,0.3803912426861437,1329.7367367367367,0.6399968646382935,15.998998998999,0.0019643081543707043,5.01001001001001,0.008767030933347854,11913.221221221222,0.27986000107444053,983.3113113113113,0.27178064758285597,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_200ms_jqriuuudyB_parsed_handshake.csv,1640663268.2817516,47.266121785197306,1640663269.4008493,47.26604271879922,500.0,17.913666502568915,1119.0974476101162,0.9776294876916005,dilithium2,,1000.0,0.0,delay,,200ms,,28.02202202202202,0.026477926343098535,9.01001001001001,0.019643081543707037,27401.971971971972,17.57219282453472,2174.354354354354,4.559027910006535,29.986986986986988,0.061924815385988034,9.01001001001001,0.019643081543707037,26286.047047047046,54.15662562310932,1706.883883883884,3.6522733129852525,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_25ms_QyZUKCATsJ_parsed_handshake.csv,1640629077.0339503,22.139468162720984,1640629077.121007,22.139441424424803,500.0,17.913666502568915,87.05864009914455,0.8636939350214176,dilithium2,,1000.0,0.0,delay,,25ms,,9.04904904904905,0.032566768581985005,5.024024024024024,0.015896214919907753,10896.721721721722,28.34513426876575,1331.6826826826828,2.2518785793023515,13.054054054054054,0.03443924511380522,5.024024024024024,0.015896214919907753,10653.049049049048,27.055457005412208,984.2862862862863,1.1666158268229747,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_50ms_jjtImYWwmi_parsed_handshake.csv,1640638279.5754259,25.79603096248181,1640638279.7374997,25.7960304640221,500.0,17.913666502568915,162.0752713582418,0.5491914741158337,dilithium2,,1000.0,0.0,delay,,50ms,,9.014014014014014,0.009588491200354746,5.01001001001001,0.008767030933347854,10862.124124124124,0.9702465998516075,1329.7397397397397,0.6400951385782716,13.013013013013014,0.009390483437397665,5.01001001001001,0.008767030933347854,10619.544544544544,0.5875788284907251,983.3103103103103,0.2717779589337835,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_0ms_rmUUWLcaOl_parsed_handshake.csv,1640849326.5823414,18.2970495912058,1640849326.5877483,18.29706334128997,500.0,17.913666502568915,5.4064713440857854,0.09197225018698467,dilithium3,,1000.0,0.0,delay,,0ms,,13.222222222222221,0.11090703222431289,5.119119119119119,0.028399987956326794,13630.726726726727,10.226475665775293,1337.7227227227227,2.1078617742864556,17.16016016016016,0.10444513708094215,5.119119119119119,0.028399987956326794,13211.299299299299,5.612839463275357,986.8138138138138,0.9237653804268143,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_100ms_QNPjETkUsl_parsed_handshake.csv,1640652631.448899,32.9598459552367,1640652631.9120164,32.95981075471348,500.0,17.913666502568915,463.1162214804221,0.6770686391628863,dilithium3,,1000.0,0.0,delay,,100ms,,14.008008008008009,0.005536383550516641,5.012012012012012,0.009598969107537212,14845.907907907907,0.544792022553019,1329.883883883884,0.7007266042405478,18.005005005005007,0.005190371217478639,5.012012012012012,0.009598969107537212,14393.57857857858,0.35023897970847806,983.3723723723724,0.2975680423336535,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_200ms_MkgfCggDvs_parsed_handshake.csv,1640665933.3293054,47.35270111574335,1640665934.4499984,47.35275628300791,500.0,17.913666502568915,1120.6915612454648,1.0956443163582352,dilithium3,,1000.0,0.0,delay,,200ms,,32.009009009009006,0.024618679059621187,9.043043043043044,0.015368175175851623,32527.477477477478,20.478837407649923,2193.0160160160162,10.262539660347043,34.01801801801802,0.02467797064847819,9.043043043043044,0.015368175175851623,31272.472472472473,19.40937323797068,1723.8348348348347,9.813435734264331,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_25ms_OiqyoeFUBm_parsed_handshake.csv,1640630344.6946201,22.14520821197195,1640630344.781221,22.145231121654486,500.0,17.913666502568915,86.5991225352397,0.4755450993628039,dilithium3,,1000.0,0.0,delay,,25ms,,11.018018018018019,0.019021313792953267,5.015015015015015,0.01315054640002178,13435.094094094095,17.59527953982828,1330.6176176176177,1.8216443639799726,15.02002002002002,0.019809480719099767,5.015015015015015,0.01315054640002178,13108.538538538538,16.848899404660862,983.7857857857858,0.9693496051333107,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_50ms_HRTAGMHaVK_parsed_handshake.csv,1640639740.2289886,25.777639218974866,1640639740.3898127,25.777635488813868,500.0,17.913666502568915,160.82311511875034,0.29307965410505155,dilithium3,,1000.0,0.0,delay,,50ms,,11.002002002002001,0.002776559124644714,5.01001001001001,0.008767030933347854,13425.177177177176,0.33083308109915294,1329.7397397397397,0.6399925513297396,15.0,0.0,5.01001001001001,0.008767030933347854,13099.102102102102,0.2626117428009255,983.3103103103103,0.2717779589337835,,
