FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_0ms_eSSfaADnur_parsed_handshake.csv,1640848286,18.27283383,1640848286,18.27283196,500,17.9136665,4.987726937,0.098049989,dilithium2,,1000,0,delay,,0ms,,10.73273273,0.074775156,5.053053053,0.01947407,11027.12713,11.37307126,1332.91992,1.487765779,14.72972973,0.074965704,5.053053053,0.01947407,10712.28428,9.388392208,984.7597598,0.682062074,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_100ms_iZehJacfAu_parsed_handshake.csv,1640650770,32.95763759,1640650770,32.95763699,500,17.9136665,562.9283777,0.487175598,dilithium2,,1000,0,delay,,100ms,,12.001001,0.003403418,5.01001001,0.008767031,12281.25826,0.380391243,1329.736737,0.639996865,15.998999,0.001964308,5.01001001,0.008767031,11913.22122,0.279860001,983.3113113,0.271780648,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_200ms_jqriuuudyB_parsed_handshake.csv,1640663268,47.26612179,1640663269,47.26604272,500,17.9136665,1319.097448,0.977629488,dilithium2,,1000,0,delay,,200ms,,28.02202202,0.026477926,9.01001001,0.019643082,27401.97197,17.57219282,2174.354354,4.55902791,29.98698699,0.061924815,9.01001001,0.019643082,26286.04705,54.15662562,1706.883884,3.652273313,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_25ms_QyZUKCATsJ_parsed_handshake.csv,1640629077,22.13946816,1640629077,22.13944142,500,17.9136665,112.0586401,0.863693935,dilithium2,,1000,0,delay,,25ms,,9.049049049,0.032566769,5.024024024,0.015896215,10896.72172,28.34513427,1331.682683,2.251878579,13.05405405,0.034439245,5.024024024,0.015896215,10653.04905,27.05545701,984.2862863,1.166615827,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium2_numSamples_1000_1RTT_delay_50ms_jjtImYWwmi_parsed_handshake.csv,1640638280,25.79603096,1640638280,25.79603046,500,17.9136665,212.0752714,0.549191474,dilithium2,,1000,0,delay,,50ms,,9.014014014,0.009588491,5.01001001,0.008767031,10862.12412,0.9702466,1329.73974,0.640095139,13.01301301,0.009390483,5.01001001,0.008767031,10619.54454,0.587578828,983.3103103,0.271777959,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_0ms_rmUUWLcaOl_parsed_handshake.csv,1640849327,18.29704959,1640849327,18.29706334,500,17.9136665,5.406471344,0.09197225,dilithium3,,1000,0,delay,,0ms,,13.22222222,0.110907032,5.119119119,0.028399988,13630.72673,10.22647567,1337.722723,2.107861774,17.16016016,0.104445137,5.119119119,0.028399988,13211.2993,5.612839463,986.8138138,0.92376538,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_100ms_QNPjETkUsl_parsed_handshake.csv,1640652631,32.95984596,1640652632,32.95981075,500,17.9136665,563.1162215,0.677068639,dilithium3,,1000,0,delay,,100ms,,14.00800801,0.005536384,5.012012012,0.009598969,14845.90791,0.544792023,1329.883884,0.700726604,18.00500501,0.005190371,5.012012012,0.009598969,14393.57858,0.35023898,983.3723724,0.297568042,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_200ms_MkgfCggDvs_parsed_handshake.csv,1640665933,47.35270112,1640665934,47.35275628,500,17.9136665,1320.691561,1.095644316,dilithium3,,1000,0,delay,,200ms,,32.00900901,0.024618679,9.043043043,0.015368175,32527.47748,20.47883741,2193.016016,10.26253966,34.01801802,0.024677971,9.043043043,0.015368175,31272.47247,19.40937324,1723.834835,9.813435734,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_25ms_OiqyoeFUBm_parsed_handshake.csv,1640630345,22.14520821,1640630345,22.14523112,500,17.9136665,111.5991225,0.475545099,dilithium3,,1000,0,delay,,25ms,,11.01801802,0.019021314,5.015015015,0.013150546,13435.09409,17.59527954,1330.617618,1.821644364,15.02002002,0.019809481,5.015015015,0.013150546,13108.53854,16.8488994,983.7857858,0.969349605,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium3_numSamples_1000_1RTT_delay_50ms_HRTAGMHaVK_parsed_handshake.csv,1640639740,25.77763922,1640639740,25.77763549,500,17.9136665,210.8231151,0.293079654,dilithium3,,1000,0,delay,,50ms,,11.002002,0.002776559,5.01001001,0.008767031,13425.17718,0.330833081,1329.73974,0.639992551,15,0,5.01001001,0.008767031,13099.1021,0.262611743,983.3103103,0.271777959,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_0ms_YAcKjcnKjB_parsed_handshake.csv,1640850368,18.31031609,1640850368,18.31030293,500,17.9136665,6.173210459,0.233850699,dilithium5,,1000,0,delay,,0ms,,16.93693694,0.153481972,5.085085085,0.02356448,17234.54154,49.46674942,1336.601602,3.653087996,20.82982983,0.14507358,5.085085085,0.02356448,16659.09009,46.46903877,987.1281281,3.088375981,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_100ms_PleYEYpiZh_parsed_handshake.csv,1640654494,32.95921482,1640654494,32.95924885,500,17.9136665,562.7819522,0.76059942,dilithium5,,1000,0,delay,,100ms,,17.01201201,0.016189027,4.995995996,0.015472726,18358.82382,3.764912252,1326.790791,3.72451373,20.95895896,0.058870824,4.995995996,0.015472726,17742.5035,49.36397384,981.2182182,2.737997028,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_200ms_zyXPMxkLOi_parsed_handshake.csv,1640668600,47.3034689,1640668601,47.3034487,500,17.9136665,1319.962194,0.808508838,dilithium5,,1000,0,delay,,200ms,,38.02302302,0.021391052,10.01801802,0.013282187,39550.61261,19.72391923,3688.006006,3.30356995,40.02502503,0.02026962,10.01801802,0.013282187,38042.81982,18.85390099,3178.075075,2.992413412,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_25ms_ymCjXDcZft_parsed_handshake.csv,1640631687,22.16022562,1640631687,22.16023111,500,17.9136665,112.7931533,0.886677564,dilithium5,,1000,0,delay,,25ms,,14.08608609,0.058187136,5.034034034,0.016067731,17009.99199,57.9916293,1331.66967,1.281178971,18.08308308,0.058104353,5.034034034,0.016067731,16554.37838,55.57157637,984.2382382,0.63057184,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_dilithium5_numSamples_1000_1RTT_delay_50ms_sPNUnwdkQq_parsed_handshake.csv,1640641201,25.81219324,1640641201,25.81220271,500,17.9136665,213.2253895,0.910538277,dilithium5,,1000,0,delay,,50ms,,14.05005005,0.036529989,5.006006006,0.006797741,16964.88488,33.73558016,1329.451451,0.496287393,18.04804805,0.036434505,5.006006006,0.006797741,16510.7958,32.29544776,983.1861862,0.210729984,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon1024_numSamples_1000_1RTT_delay_0ms_YGRfrFSqRY_parsed_handshake.csv,1640852457,18.43393338,1640852457,18.4339213,500,17.9136665,13.10462303,0.108095171,falcon1024,,1000,0,delay,,0ms,,8.974974975,0.099831697,5.067067067,0.022104644,9047.990991,13.44921793,1332.39039,2.994862444,12.71271271,0.094794503,5.067067067,0.022104644,8796.425425,20.22160895,984.3203203,2.033452912,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon1024_numSamples_1000_1RTT_delay_100ms_MZPozqZxpg_parsed_handshake.csv,1640658134,31.96536967,1640658135,31.96539145,500,17.9136665,420.8250209,0.81277914,falcon1024,,1000,0,delay,,100ms,,9.008008008,0.010752848,5.01001001,0.008767031,10236.25526,9.80218828,1326.774775,0.642630433,14.00700701,0.010202677,5.01001001,0.008767031,9990.962963,9.390300568,983.3103103,0.271777959,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon1024_numSamples_1000_1RTT_delay_200ms_iGlbwvbDaI_parsed_handshake.csv,1640673547,42.73793396,1640673548,42.73788547,500,17.9136665,1064.655288,0.867355602,falcon1024,,1000,0,delay,,200ms,,17.01001001,0.022226045,9.986986987,0.020502323,17728.42643,9.773933398,2289.878879,4.50356021,21.97697698,0.044403009,9.986986987,0.020502323,17128.89189,34.40392574,1736.628629,3.676865075,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon1024_numSamples_1000_1RTT_delay_25ms_JijFXoXzSn_parsed_handshake.csv,1640634382,22.31106464,1640634382,22.3110506,500,17.9136665,121.0930136,0.491855868,falcon1024,,1000,0,delay,,25ms,,7.016016016,0.014673211,5.009009009,0.017895915,8856.924925,10.08090017,1329.723724,3.580238762,11.003003,0.025396485,5.009009009,0.017895915,8688.818819,19.4674484,983.0910911,2.344654105,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon1024_numSamples_1000_1RTT_delay_50ms_wzITNhfZER_parsed_handshake.csv,1640644131,25.96048217,1640644131,25.96050822,500,17.9136665,220.7422676,0.67513994,falcon1024,,1000,0,delay,,50ms,,7.028028028,0.0158709,5.012012012,0.009598969,8865.768769,12.08998741,1329.954955,0.793191895,11.03103103,0.018854315,5.012012012,0.009598969,8706.575576,11.49460181,983.4664665,0.407667261,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon512_numSamples_1000_1RTT_delay_0ms_WFKtaPSVhg_parsed_handshake.csv,1640851411,18.3301322,1640851411,18.33013837,500,17.9136665,7.739696178,0.119696276,falcon512,,1000,0,delay,,0ms,,6.972972973,0.078863579,5.081081081,0.026544718,6738.648649,9.847381148,1334.113113,3.443123333,10.85785786,0.0757547,5.081081081,0.026544718,6573.904905,14.6137363,985.0690691,2.219727735,,
.\fullyAutomatedLogs_quic_delays_12_28_2021\pending_TCPDUMP_falcon512_numSamples_1000_1RTT_delay_100ms_drMDCjIbHg_parsed_handshake.csv,1640656328,31.96430438,1640656329,31.96427908,500,17.9136665,414.9883497,0.506781664,falcon512,,1000,0,delay,,100ms,,8.004004004,0.004807533,5.01001001,0.008767031,8016.711712,0.506332512,1326.743744,0.640010856,13.003003,0.004390566,5.01001001,0.008767031,7813.555556,0.353723449,983.3113113,0.271780648,,
