RSA,Dilithium 2,Dilithium 3,Dilithium 5,Falcon 512,Falcon 1024,
246.19293212890625,477.57887840270996,474.9288558959961,475.0049114227295,326.74503326416016,342.2679901123047,
248.04091453552246,478.039026260376,496.6268539428711,474.1959571838379,320.3420639038086,347.32604026794434,
248.2779026031494,501.6341209411621,496.1671829223633,500.23698806762695,324.0668773651123,343.74499320983887,
246.17695808410645,473.85501861572266,474.4758605957031,498.9798069000244,321.3839530944824,344.1648483276367,
248.1679916381836,474.6530055999756,520.0529098510742,561.5999698638916,323.76885414123535,346.71688079833984,
245.39995193481445,496.8991279602051,473.63996505737305,475.0480651855469,322.8449821472168,342.32306480407715,
245.4380989074707,474.06005859375,474.0569591522217,474.20787811279297,345.1070785522461,344.30384635925293,
245.98407745361328,497.3409175872803,497.5011348724365,475.68297386169434,338.9439582824707,344.21682357788086,
247.77889251708984,475.77810287475586,473.9069938659668,564.8179054260254,345.6568717956543,344.2211151123047,
246.51598930358887,475.2998352050781,474.2848873138428,552.8879165649414,327.13890075683594,347.1059799194336,
246.04415893554688,502.26616859436035,474.32494163513184,473.9701747894287,323.9750862121582,339.27106857299805,
245.85199356079102,477.5259494781494,474.14398193359375,474.98512268066406,323.4219551086426,338.70697021484375,
245.33677101135254,474.3819236755371,473.59395027160645,474.6410846710205,325.49381256103516,343.77193450927734,
248.6591339111328,481.7631244659424,474.3080139160156,499.5989799499512,323.5769271850586,350.4500389099121,
245.7890510559082,478.0740737915039,497.51901626586914,526.0159969329834,344.2730903625488,340.62790870666504,
248.63195419311523,473.43993186950684,496.69599533081055,566.187858581543,324.6607780456543,346.53711318969727,
246.23799324035645,473.4499454498291,473.4501838684082,508.1191062927246,323.9011764526367,342.2281742095947,
248.8229274749756,473.4680652618408,473.4811782836914,526.6509056091309,324.5692253112793,343.87707710266113,
248.08883666992188,476.21893882751465,473.7389087677002,565.6130313873291,323.261022567749,343.62101554870605,
248.3220100402832,497.12610244750977,497.6840019226074,500.3941059112549,348.28686714172363,348.45995903015137,
246.17791175842285,477.5259494781494,497.1640110015869,475.05998611450195,325.3741264343262,341.7539596557617,
246.2601661682129,497.5309371948242,473.4981060028076,474.92313385009766,348.0720520019531,348.65808486938477,
245.30816078186035,475.36587715148926,473.4680652618408,474.9319553375244,322.25608825683594,346.325159072876,
246.1240291595459,474.96604919433594,475.8410453796387,474.7650623321533,348.9971160888672,346.8949794769287,
245.8820343017578,498.6121654510498,473.2930660247803,475.085973739624,321.17509841918945,344.59996223449707,
246.2620735168457,478.1770706176758,474.045991897583,475.37994384765625,323.78387451171875,348.1860160827637,
248.6710548400879,473.8481044769287,497.9419708251953,475.2640724182129,325.4520893096924,343.9831733703613,
248.7020492553711,473.80805015563965,474.08294677734375,474.77197647094727,348.2999801635742,345.5629348754883,
248.884916305542,482.7749729156494,474.0121364593506,475.13508796691895,322.28779792785645,343.31297874450684,
245.59903144836426,475.5420684814453,474.70808029174805,498.3398914337158,322.30305671691895,349.5340347290039,
248.34203720092773,474.96604919433594,496.8290328979492,473.80709648132324,349.2751121520996,341.88103675842285,
248.94213676452637,474.5650291442871,474.32494163513184,475.147008895874,322.9389190673828,347.6390838623047,
245.38183212280273,497.028112411499,475.1269817352295,480.0238609313965,348.36411476135254,339.39480781555176,
248.03805351257324,478.010892868042,474.0588665008545,474.95293617248535,348.5550880432129,344.71988677978516,
248.8119602203369,474.11513328552246,496.83189392089844,474.5922088623047,321.25306129455566,342.52285957336426,
248.90995025634766,501.0969638824463,473.5851287841797,474.3151664733887,323.7040042877197,345.9019660949707,
248.32391738891602,496.97113037109375,474.5140075683594,500.65088272094727,321.5069770812988,340.8539295196533,
246.11282348632812,475.16798973083496,473.7429618835449,562.2410774230957,324.77402687072754,345.4580307006836,
249.0081787109375,481.8720817565918,474.18713569641113,474.92003440856934,320.1901912689209,344.3911075592041,
246.21105194091797,477.94294357299805,474.6389389038086,500.9620189666748,324.14889335632324,343.9288139343262,
245.89300155639648,474.23291206359863,474.02405738830566,475.1739501953125,345.1731204986572,342.5898551940918,
247.97606468200684,497.26009368896484,473.9720821380615,499.56488609313965,325.8171081542969,343.60599517822266,
246.27685546875,476.0429859161377,473.45590591430664,525.475025177002,345.12901306152344,343.03784370422363,
245.45001983642578,477.94103622436523,474.0619659423828,474.6558666229248,323.9879608154297,348.1740951538086,
248.13413619995117,473.5269546508789,473.8168716430664,500.31399726867676,347.55516052246094,345.5920219421387,
245.44000625610352,473.7851619720459,474.1489887237549,560.8830451965332,322.3152160644531,350.15010833740234,
248.31891059875488,478.071928024292,473.52099418640137,474.6401309967041,320.4309940338135,348.36721420288086,
247.452974319458,497.6849555969238,497.1129894256592,500.0600814819336,349.01905059814453,344.9110984802246,
245.88584899902344,496.51098251342773,496.75679206848145,475.22592544555664,324.4900703430176,340.73901176452637,
245.91398239135742,474.38883781433105,473.9539623260498,498.7368583679199,349.41792488098145,343.4278964996338,
248.05712699890137,473.7269878387451,473.65808486938477,475.1570224761963,325.88982582092285,344.73586082458496,
247.1790313720703,477.43916511535645,496.91200256347656,498.6841678619385,324.15294647216797,340.77906608581543,
245.5739974975586,474.8880863189697,473.9367961883545,500.67901611328125,324.5720863342285,341.602087020874,
248.24905395507812,473.67000579833984,496.9608783721924,474.8368263244629,341.4490222930908,344.1128730773926,
245.3470230102539,473.4649658203125,473.50597381591797,475.2378463745117,319.52905654907227,349.64990615844727,
246.16098403930664,496.72412872314453,496.7820644378662,473.92797470092773,324.962854385376,342.29207038879395,
248.85296821594238,473.5250473022461,497.0359802246094,500.7009506225586,322.796106338501,349.95102882385254,
245.47886848449707,474.0290641784668,497.55191802978516,563.6100769042969,325.6218433380127,341.702938079834,
248.25382232666016,475.22997856140137,473.5910892486572,474.5011329650879,348.3121395111084,347.66101837158203,
246.09017372131348,501.3079643249512,474.2929935455322,473.92797470092773,322.04508781433105,345.5240726470947,
245.35107612609863,501.9381046295166,475.39591789245605,498.9149570465088,324.5100975036621,345.9651470184326,
246.110200881958,501.816987991333,474.5020866394043,556.1158657073975,323.97007942199707,343.2178497314453,
248.21805953979492,477.7810573577881,474.34401512145996,473.8888740539551,320.620059967041,350.0990867614746,
248.41690063476562,496.675968170166,473.25706481933594,502.87818908691406,345.37601470947266,346.1611270904541,
248.54612350463867,473.74415397644043,497.4839687347412,563.0450248718262,325.671911239624,350.3541946411133,
248.17514419555664,478.0709743499756,474.63202476501465,498.3699321746826,345.77202796936035,347.31411933898926,
245.63097953796387,496.52791023254395,473.923921585083,499.97520446777344,322.6890563964844,341.4490222930908,
248.8710880279541,496.3810443878174,497.0579147338867,475.2800464630127,342.7109718322754,346.6150760650635,
246.50096893310547,473.7389087677002,497.1811771392822,498.1420040130615,348.27589988708496,343.2180881500244,
248.8229274749756,474.2128849029541,520.352840423584,498.6839294433594,324.59402084350586,338.6819362640381,
248.8689422607422,474.0409851074219,497.0660209655762,474.384069442749,345.74294090270996,348.74510765075684,
248.7809658050537,473.75011444091797,473.3090400695801,475.1870632171631,325.8321285247803,344.3899154663086,
248.84581565856934,477.7379035949707,473.9091396331787,474.08080101013184,325.3509998321533,341.83192253112793,
