Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630790578.74867,1630790578.837688,0,89.01786804199219,0,10,4,7798,264,0,0,0,0,
1630790580.166481,1630790580.172516,1,6.035089492797852,0,8,5,7666,330,0,0,0,0,
1630790581.620564,1630790581.625375,2,4.81104850769043,0,8,4,7666,264,0,0,0,0,
1630790582.953729,1630790582.95797,3,4.240989685058594,0,8,5,7666,330,0,0,0,0,
1630790584.234055,1630790584.241414,4,7.359027862548828,0,8,5,7666,330,0,0,0,0,
1630790585.58093,1630790585.593809,5,12.878894805908203,0,12,4,7930,264,0,0,0,0,
1630790586.944868,1630790586.948066,6,3.197908401489258,0,8,4,7666,264,0,0,0,0,
1630790588.305703,1630790588.310957,7,5.254030227661133,0,8,5,7666,330,0,0,0,0,
1630790589.565038,1630790589.569098,8,4.060029983520508,0,8,5,7666,330,0,0,0,0,
1630790590.833998,1630790590.843245,9,9.247064590454102,0,10,4,7798,264,0,0,0,0,
1630790592.138571,1630790592.142332,10,3.7610530853271484,0,8,5,7666,330,0,0,0,0,
1630790593.344027,1630790593.349129,11,5.101919174194336,0,8,5,7666,330,0,0,0,0,
1630790594.785989,1630790594.793085,12,7.096052169799805,0,8,5,7666,330,0,0,0,0,
1630790596.062049,1630790596.06858,13,6.531000137329102,0,8,5,7666,330,0,0,0,0,
1630790597.512145,1630790597.516607,14,4.462003707885742,0,8,5,7666,330,0,0,0,0,
1630790598.772609,1630790598.777034,15,4.425048828125,0,8,5,7666,330,0,0,0,0,
1630790600.108959,1630790600.112164,16,3.2050609588623047,0,8,4,7666,264,0,0,0,0,
1630790601.409737,1630790601.418122,17,8.384943008422852,0,8,5,7666,330,0,0,0,0,
1630790602.762846,1630790602.773987,18,11.141061782836914,0,10,4,7798,264,0,0,0,0,
1630790604.087992,1630790604.092466,19,4.474163055419922,0,8,5,7666,330,0,0,0,0,
1630790605.448504,1630790605.452493,20,3.988981246948242,0,8,4,7666,264,0,0,0,0,
1630790606.708207,1630790606.714119,21,5.912065505981445,0,8,5,7666,330,0,0,0,0,
1630790608.0717,1630790608.075465,22,3.7648677825927734,0,8,4,7666,264,0,0,0,0,
1630790609.27449,1630790609.281758,23,7.267951965332031,0,8,4,7666,264,0,0,0,0,
1630790610.616227,1630790610.620899,24,4.672050476074219,0,8,4,7666,264,0,0,0,0,
1630790611.960837,1630790611.973231,25,12.394189834594727,0,8,5,7666,330,0,0,0,0,
1630790613.375341,1630790613.383952,26,8.610963821411133,0,8,5,7666,330,0,0,0,0,
1630790614.733496,1630790614.737026,27,3.5300254821777344,0,8,5,7666,330,0,0,0,0,
1630790616.132493,1630790616.136756,28,4.2629241943359375,0,8,5,7666,330,0,0,0,0,
1630790617.386245,1630790617.393588,29,7.343053817749023,0,8,5,7666,330,0,0,0,0,
1630790618.71576,1630790618.720167,30,4.406929016113281,0,8,4,7666,264,0,0,0,0,
1630790620.173006,1630790620.176245,31,3.2389163970947266,0,10,5,7798,330,0,0,0,0,
1630790621.64886,1630790621.651868,32,3.008127212524414,0,8,4,7666,264,0,0,0,0,
1630790623.097122,1630790623.100917,33,3.795146942138672,0,8,4,7666,264,0,0,0,0,
1630790624.443867,1630790624.449117,34,5.249977111816406,0,8,5,7666,330,0,0,0,0,
1630790625.707124,1630790625.714004,35,6.880044937133789,0,8,4,7666,264,0,0,0,0,
1630790627.136186,1630790627.140199,36,4.0130615234375,0,8,5,7666,330,0,0,0,0,
1630790628.529975,1630790628.53616,37,6.185054779052734,0,8,5,7666,330,0,0,0,0,
1630790629.840879,1630790629.849406,38,8.527040481567383,0,8,5,7666,330,0,0,0,0,
1630790631.286378,1630790631.293174,39,6.796121597290039,0,8,5,7666,330,0,0,0,0,
1630790632.657794,1630790632.668099,40,10.304927825927734,0,8,5,7666,330,0,0,0,0,
1630790634.094618,1630790634.098137,41,3.518819808959961,0,8,5,7666,330,0,0,0,0,
1630790635.253905,1630790635.265958,42,12.05301284790039,0,8,5,7666,330,0,0,0,0,
1630790636.509542,1630790636.513966,43,4.424095153808594,0,8,5,7666,330,0,0,0,0,
1630790637.898322,1630790637.909069,44,10.746955871582031,0,10,4,7798,264,0,0,0,0,
1630790639.317044,1630790639.319978,45,2.933979034423828,0,8,5,7666,330,0,0,0,0,
1630790640.764964,1630790640.768885,46,3.9207935333251953,0,8,4,7666,264,0,0,0,0,
1630790642.249931,1630790642.254718,47,4.786968231201172,0,8,4,7666,264,0,0,0,0,
1630790643.640639,1630790643.653212,48,12.573003768920898,0,8,4,7666,264,0,0,0,0,
1630790645.097299,1630790645.100683,49,3.3838748931884766,0,8,5,7666,330,0,0,0,0,
1630790646.520022,1630790646.537955,50,17.933130264282227,0,8,7,7666,1223,0,0,0,0,
1630790647.908246,1630790647.913507,51,5.260944366455078,0,8,4,7666,264,0,0,0,0,
1630790649.292575,1630790649.295856,52,3.281116485595703,0,8,4,7666,264,0,0,0,0,
1630790650.670216,1630790650.674467,53,4.251003265380859,0,8,5,7666,330,0,0,0,0,
1630790652.011653,1630790652.021694,54,10.040998458862305,0,8,5,7666,330,0,0,0,0,
1630790653.482004,1630790653.485858,55,3.854036331176758,0,8,5,7666,330,0,0,0,0,
1630790654.676365,1630790654.680084,56,3.7190914154052734,0,8,5,7666,330,0,0,0,0,
1630790656.0491,1630790656.061682,57,12.582063674926758,0,10,4,7798,264,0,0,0,0,
1630790657.439419,1630790657.446606,58,7.1868896484375,0,8,4,7666,264,0,0,0,0,
1630790658.696645,1630790658.706005,59,9.360074996948242,0,8,4,7666,264,0,0,0,0,
1630790660.016443,1630790660.021119,60,4.676103591918945,0,8,4,7666,264,0,0,0,0,
1630790661.263208,1630790661.27186,61,8.651971817016602,0,8,5,7666,330,0,0,0,0,
1630790662.728688,1630790662.733893,62,5.204916000366211,0,8,5,7666,330,0,0,0,0,
1630790664.179427,1630790664.182354,63,2.927064895629883,0,8,4,7666,264,0,0,0,0,
1630790665.470259,1630790665.478879,64,8.620023727416992,0,10,5,7798,330,0,0,0,0,
1630790666.908281,1630790666.918028,65,9.747028350830078,0,8,5,7666,330,0,0,0,0,
1630790668.357813,1630790668.364804,66,6.991147994995117,0,8,4,7666,264,0,0,0,0,
1630790669.63273,1630790669.636783,67,4.052877426147461,0,8,4,7666,264,0,0,0,0,
1630790670.961433,1630790670.966067,68,4.63414192199707,0,8,5,7666,330,0,0,0,0,
1630790672.441483,1630790672.448935,69,7.4520111083984375,0,8,5,7666,330,0,0,0,0,
1630790673.876886,1630790673.880491,70,3.6051273345947266,0,8,4,7666,264,0,0,0,0,
1630790675.265094,1630790675.271381,71,6.286859512329102,0,8,5,7666,330,0,0,0,0,
1630790676.671585,1630790676.677973,72,6.387948989868164,0,8,5,7666,330,0,0,0,0,
1630790678.066684,1630790678.090944,73,24.26004409790039,0,8,4,7666,264,0,0,0,0,
1630790679.497106,1630790679.512691,74,15.584945678710938,0,8,4,7666,264,0,0,0,0,
1630790680.916359,1630790680.920511,75,4.152059555053711,0,8,5,7666,330,0,0,0,0,
1630790682.421464,1630790682.425321,76,3.857135772705078,0,8,5,7666,330,0,0,0,0,
1630790683.801463,1630790683.809138,77,7.6751708984375,0,10,5,7798,330,0,0,0,0,
1630790685.096545,1630790685.104278,78,7.73310661315918,0,8,4,7666,264,0,0,0,0,
1630790686.482404,1630790686.489006,79,6.602048873901367,0,8,5,7666,330,0,0,0,0,
1630790687.684737,1630790687.691226,80,6.489038467407227,0,8,5,7666,330,0,0,0,0,
1630790689.043489,1630790689.048118,81,4.6291351318359375,0,8,4,7666,264,0,0,0,0,
1630790690.356774,1630790690.361122,82,4.347801208496094,0,8,5,7666,330,0,0,0,0,
1630790691.588047,1630790691.599175,83,11.127948760986328,0,8,4,7666,264,0,0,0,0,
1630790692.778664,1630790692.785053,84,6.38890266418457,0,8,5,7666,330,0,0,0,0,
1630790694.014554,1630790694.025813,85,11.259078979492188,0,8,4,7666,264,0,0,0,0,
1630790695.405901,1630790695.42201,86,16.108989715576172,0,8,4,7666,264,0,0,0,0,
1630790696.77563,1630790696.780812,87,5.182027816772461,0,8,4,7666,264,0,0,0,0,
1630790698.192088,1630790698.197372,88,5.28407096862793,0,8,5,7666,330,0,0,0,0,
