Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1637581689.228187,1637581689.245821,11,17.633914947509766,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,22.4,0,0,
1637581690.680533,1637581690.688755,12,8.222103118896484,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,28.1,0,0,
1637581692.159447,1637581692.172496,13,13.049125671386719,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3706,264,0,0,0,0,,30.6,0,0,
1637581693.629414,1637581693.639631,14,10.216951370239258,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3706,264,0,0,0,0,,37.3,0,0,
1637581695.022946,1637581695.038101,15,15.15507698059082,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,2.8,0,0,
1637581696.491845,1637581696.504604,16,12.759208679199219,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3705,264,0,0,0,0,,6.2,0,0,
1637581697.959552,1637581697.974969,17,15.416860580444336,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,8.2,0,0,
1637581699.583065,1637581699.599787,18,16.72196388244629,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,1.2,0,0,
1637581700.928537,1637581700.939054,19,10.517120361328125,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,13.7,0,0,
1637581702.502619,1637581702.513664,20,11.044979095458984,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3710,330,0,0,0,0,,7.6,0,0,
1637581703.914473,1637581703.926039,21,11.565923690795898,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,15.9,0,0,
1637581705.352238,1637581705.363048,22,10.810136795043945,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,24.0,0,0,
1637581706.911008,1637581706.925503,23,14.495134353637695,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3712,264,0,0,0,0,,20.1,0,0,
1637581708.391566,1637581708.40093,24,9.363889694213867,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,24.7,0,0,
1637581709.715489,1637581709.724544,25,9.055137634277344,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,40.0,0,0,
1637581711.189311,1637581711.212426,26,23.114919662475586,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,2.5,0,0,
1637581712.688299,1637581712.699799,27,11.500120162963867,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,3.5,0,0,
1637581714.021239,1637581714.031931,28,10.69188117980957,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,16.8,0,0,
1637581715.456429,1637581715.46396,29,7.530927658081055,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3705,330,0,0,0,0,,24.9,0,0,
1637581717.053946,1637581717.072211,30,18.2650089263916,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3705,264,0,0,0,0,,18.3,0,0,
1637581718.528111,1637581718.546138,31,18.027067184448242,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3712,330,0,0,0,0,,21.7,0,0,
1637581719.967602,1637581719.976206,32,8.604049682617188,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3705,264,0,0,0,0,,29.1,0,0,
1637581721.298306,1637581721.307785,33,9.479045867919922,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,2.0,0,0,
1637581722.665973,1637581722.675216,34,9.243011474609375,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,13.8,0,0,
1637581724.174847,1637581724.184785,35,9.93800163269043,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,14.3,0,0,
1637581725.387762,1637581725.395717,36,7.954835891723633,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3709,330,0,0,0,0,,37.7,0,0,
1637581726.921024,1637581726.937086,37,16.062021255493164,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,38.5,0,0,
1637581728.255276,1637581728.268041,38,12.764930725097656,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,8.6,0,0,
1637581729.767785,1637581729.783344,39,15.558958053588867,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,10.0,0,0,
1637581731.218882,1637581731.231111,40,12.228965759277344,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,13.4,0,0,
1637581732.675042,1637581732.685067,41,10.0250244140625,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,17.9,0,0,
1637581734.068408,1637581734.091451,42,23.042917251586914,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3711,330,0,0,0,0,,30.1,0,0,
1637581735.548317,1637581735.560742,43,12.424945831298828,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,35.9,0,0,
1637581736.947616,1637581736.955706,44,8.089780807495117,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,28.9,0,0,
1637581738.239528,1637581738.253453,45,13.92507553100586,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3710,330,0,0,0,0,,19.1,0,0,
1637581739.752058,1637581739.766429,46,14.370918273925781,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3702,264,0,0,0,0,,19.9,0,0,
1637581741.284175,1637581741.29205,47,7.874965667724609,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,17.7,0,0,
1637581742.579012,1637581742.59187,48,12.858152389526367,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3710,264,0,0,0,0,,32.9,0,0,
1637581743.86777,1637581743.875252,49,7.482051849365234,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3712,264,0,0,0,0,,11.2,0,0,
1637581745.216623,1637581745.231645,50,15.022039413452148,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,27.8,0,0,
1637581746.756723,1637581746.775603,51,18.880128860473633,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3705,330,0,0,0,0,,26.1,0,0,
1637581748.269852,1637581748.27653,52,6.678104400634766,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3711,330,0,0,0,0,,22.8,0,0,
1637581749.632803,1637581749.648243,53,15.439987182617188,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3703,330,0,0,0,0,,37.6,0,0,
1637581751.060917,1637581751.081346,54,20.429134368896484,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3711,330,0,0,0,0,,5.8,0,0,
1637581752.504919,1637581752.516103,55,11.183977127075195,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3712,264,0,0,0,0,,7.1,0,0,
1637581753.931566,1637581753.939685,56,8.11910629272461,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,14.4,0,0,
1637581755.363212,1637581755.372149,57,8.936882019042969,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,20.5,0,0,
1637581756.872811,1637581756.892343,58,19.531965255737305,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3706,264,0,0,0,0,,27.2,0,0,
1637581758.25202,1637581758.268821,59,16.801118850708008,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,36.1,0,0,
1637581759.875251,1637581759.88863,60,13.37885856628418,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,29.8,0,0,
1637581761.250783,1637581761.260555,61,9.772062301635742,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,35.8,0,0,
1637581762.703907,1637581762.715923,62,12.016057968139648,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,3.1,0,0,
1637581764.159627,1637581764.167975,63,8.34798812866211,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,8.3,0,0,
1637581765.687655,1637581765.70074,64,13.085126876831055,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3704,264,0,0,0,0,,6.4,0,0,
1637581767.144074,1637581767.154741,65,10.667085647583008,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3702,330,0,0,0,0,,9.2,0,0,
1637581768.376546,1637581768.404161,66,27.615070343017578,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,33.5,0,0,
1637581770.008717,1637581770.019157,67,10.439872741699219,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3710,264,0,0,0,0,,23.0,0,0,
1637581771.571406,1637581771.592751,68,21.345138549804688,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,20.2,0,0,
1637581773.035103,1637581773.048171,69,13.067960739135742,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,23.1,0,0,
1637581774.395357,1637581774.403527,70,8.170127868652344,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,28.1,0,0,
1637581775.748318,1637581775.761778,71,13.460159301757812,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,7.8,0,0,
1637581777.20733,1637581777.224186,72,16.855955123901367,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3709,330,0,0,0,0,,12.9,0,0,
1637581778.768487,1637581778.779091,73,10.603904724121094,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3709,264,0,0,0,0,,9.4,0,0,
1637581780.1514,1637581780.1587,74,7.299900054931641,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3710,330,0,0,0,0,,21.1,0,0,
1637581781.374486,1637581781.395004,75,20.518064498901367,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,2.3,0,0,
1637581782.98606,1637581782.995943,76,9.88316535949707,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3711,330,0,0,0,0,,33.5,0,0,
1637581784.508752,1637581784.526502,77,17.749786376953125,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3710,330,0,0,0,0,,32.0,0,0,
1637581786.01645,1637581786.025597,78,9.147167205810547,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,30.4,0,0,
1637581787.351634,1637581787.359443,79,7.808923721313477,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,8.0,0,0,
1637581788.875949,1637581788.891086,80,15.137195587158203,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,8.2,0,0,
1637581790.444927,1637581790.472771,81,27.843952178955078,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3704,330,0,0,0,0,,2.6,0,0,
1637581791.92787,1637581791.935562,82,7.691860198974609,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3706,330,0,0,0,0,,4.6,0,0,
1637581793.303352,1637581793.315068,83,11.715888977050781,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,17.3,0,0,
1637581794.513975,1637581794.524256,84,10.281085968017578,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3709,330,0,0,0,0,,1.0,0,0,
1637581795.924547,1637581795.932499,85,7.951974868774414,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3705,264,0,0,0,0,,6.3,0,0,
1637581797.372289,1637581797.387246,86,14.956951141357422,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3704,330,0,0,0,0,,11.9,0,0,
1637581798.77556,1637581798.792436,87,16.8759822845459,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,22.6,0,0,
1637581800.231777,1637581800.240553,88,8.775949478149414,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3710,264,0,0,0,0,,26.4,0,0,
1637581801.738786,1637581801.760673,89,21.88706398010254,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,26.0,0,0,
1637581803.228831,1637581803.251606,90,22.774934768676758,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3707,330,0,0,0,0,,29.2,0,0,
1637581804.702682,1637581804.716499,91,13.817071914672852,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3704,330,0,0,0,0,,33.2,0,0,
1637581806.175525,1637581806.182376,92,6.850957870483398,falcon512,100,drop,TcZxwrxqiR.pcap,8,5,3708,330,0,0,0,0,,36.5,0,0,
1637581807.724716,1637581807.732454,93,7.7381134033203125,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3708,264,0,0,0,0,,30.6,0,0,
1637581809.251802,1637581809.276103,94,24.30105209350586,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,33.2,0,0,
1637581810.815096,1637581810.824957,95,9.860992431640625,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3704,264,0,0,0,0,,27.5,0,0,
1637581812.178198,1637581812.185445,96,7.246971130371094,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3710,264,0,0,0,0,,43.4,0,0,
1637581813.605171,1637581813.624257,97,19.086122512817383,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3707,264,0,0,0,0,,6.9,0,0,
1637581815.144683,1637581815.161758,98,17.075061798095703,falcon512,100,drop,TcZxwrxqiR.pcap,8,4,3706,264,0,0,0,0,,3.8,0,0,
