Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1637581108.769459,1637581108.781182,28,11.723041534423828,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,9.0,0,0,
1637581110.101103,1637581110.115367,29,14.26386833190918,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,21.2,0,0,
1637581111.724403,1637581111.736087,30,11.684179306030273,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,13.7,0,0,
1637581113.247248,1637581113.256214,31,8.96596908569336,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,12.5,0,0,
1637581114.851984,1637581114.886688,32,34.703969955444336,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,9.1,0,0,
1637581116.320554,1637581116.338708,33,18.153905868530273,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,10.8,0,0,
1637581117.771465,1637581117.78016,34,8.694887161254883,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,16.0,0,0,
1637581119.195028,1637581119.207783,35,12.75491714477539,rsa,100,drop,vgwRIQAlMg.pcap,10,5,3196,330,0,0,0,0,,22.3,0,0,
1637581120.652102,1637581120.662521,36,10.418891906738281,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,32.0,0,0,
1637581122.00817,1637581122.020045,37,11.875152587890625,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,27.7,0,0,
1637581123.32383,1637581123.332535,38,8.70513916015625,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,14.3,0,0,
1637581124.753437,1637581124.764078,39,10.640859603881836,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,22.4,0,0,
1637581126.131768,1637581126.145711,40,13.942956924438477,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,33.3,0,0,
1637581127.478481,1637581127.500299,41,21.817922592163086,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,4.6,0,0,
1637581128.849157,1637581128.858814,42,9.656906127929688,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,16.4,0,0,
1637581130.2569,1637581130.272531,43,15.630960464477539,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,23.3,0,0,
1637581131.730661,1637581131.748582,44,17.920970916748047,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,26.7,0,0,
1637581133.262398,1637581133.28072,45,18.321990966796875,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,28.3,0,0,
1637581134.511341,1637581134.520395,46,9.053945541381836,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,5.5,0,0,
1637581136.077397,1637581136.093839,47,16.441822052001953,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,2.3,0,0,
1637581137.586889,1637581137.600233,48,13.344049453735352,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,2.3,0,0,
1637581138.904159,1637581138.912855,49,8.695840835571289,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,17.4,0,0,
1637581140.475608,1637581140.488611,50,13.002872467041016,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,13.1,0,0,
1637581142.003976,1637581142.015893,51,11.916875839233398,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,11.6,0,0,
1637581143.472939,1637581143.487888,52,14.94908332824707,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,17.3,0,0,
1637581144.747609,1637581144.756024,53,8.414983749389648,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,37.1,0,0,
1637581146.236189,1637581146.248293,54,12.104034423828125,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,27.2,0,0,
1637581147.579059,1637581147.588473,55,9.414196014404297,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,10.0,0,0,
1637581149.080255,1637581149.089567,56,9.311914443969727,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,11.4,0,0,
1637581150.511365,1637581150.535516,57,24.151086807250977,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,16.9,0,0,
1637581152.107729,1637581152.124014,58,16.284942626953125,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,10.8,0,0,
1637581153.515901,1637581153.525002,59,9.100914001464844,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,22.2,0,0,
1637581154.892713,1637581154.920858,60,28.14483642578125,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,33.7,0,0,
1637581156.261163,1637581156.283031,61,21.867990493774414,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,3.6,0,0,
1637581157.582307,1637581157.595715,62,13.40794563293457,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,23.0,0,0,
1637581158.800051,1637581158.809795,63,9.743928909301758,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,3.0,0,0,
1637581160.371668,1637581160.394979,64,23.31089973449707,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,31.8,0,0,
1637581161.755757,1637581161.76357,65,7.812976837158203,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,7.3,0,0,
1637581163.238952,1637581163.256028,66,17.07601547241211,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,13.2,0,0,
1637581164.547153,1637581164.55964,67,12.486934661865234,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,27.4,0,0,
1637581166.043013,1637581166.056173,68,13.159990310668945,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,33.0,0,0,
1637581167.427882,1637581167.444215,69,16.33310317993164,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,30.3,0,0,
1637581168.70382,1637581168.719231,70,15.410900115966797,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,18.4,0,0,
1637581170.175123,1637581170.184136,71,9.012937545776367,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,19.9,0,0,
1637581171.587824,1637581171.59633,72,8.505821228027344,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,30.9,0,0,
1637581173.063848,1637581173.085011,73,21.162986755371094,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,33.1,0,0,
1637581174.591584,1637581174.599933,74,8.348941802978516,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,35.3,0,0,
1637581176.039739,1637581176.049284,75,9.545087814331055,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,39.1,0,0,
1637581177.547062,1637581177.564285,76,17.223119735717773,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,30.7,0,0,
1637581178.840389,1637581178.859745,77,19.35601234436035,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,14.7,0,0,
1637581180.320762,1637581180.332881,78,12.119054794311523,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,17.6,0,0,
1637581181.555845,1637581181.569168,79,13.323068618774414,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,0.8,0,0,
1637581183.139004,1637581183.148296,80,9.292125701904297,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,38.3,0,0,
1637581184.700562,1637581184.72749,81,26.927947998046875,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,37.5,0,0,
1637581186.062423,1637581186.075996,82,13.572931289672852,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,3.5,0,0,
1637581187.649054,1637581187.660084,83,11.029958724975586,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,40.5,0,0,
1637581189.083615,1637581189.099848,84,16.232967376708984,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,4.2,0,0,
1637581190.510897,1637581190.523077,85,12.180089950561523,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,10.0,0,0,
1637581191.808249,1637581191.816995,86,8.745908737182617,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,27.6,0,0,
1637581193.171495,1637581193.181246,87,9.751081466674805,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,41.6,0,0,
1637581194.720259,1637581194.732023,88,11.764049530029297,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,40.2,0,0,
1637581196.158127,1637581196.167679,89,9.552001953125,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,3.0,0,0,
1637581197.663728,1637581197.676167,90,12.43901252746582,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,3.6,0,0,
1637581199.001297,1637581199.02719,91,25.892972946166992,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,16.6,0,0,
1637581200.377137,1637581200.400838,92,23.700952529907227,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,27.2,0,0,
1637581201.782762,1637581201.792517,93,9.75489616394043,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,41.2,0,0,
1637581203.264304,1637581203.291181,94,26.877164840698242,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,42.4,0,0,
1637581204.615905,1637581204.624975,95,9.06991958618164,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,12.0,0,0,
1637581206.169757,1637581206.188432,96,18.67508888244629,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,8.2,0,0,
1637581207.699393,1637581207.711697,97,12.304067611694336,rsa,100,drop,vgwRIQAlMg.pcap,8,4,3064,264,0,0,0,0,,7.2,0,0,
1637581209.193402,1637581209.208267,98,14.864921569824219,rsa,100,drop,vgwRIQAlMg.pcap,8,5,3064,330,0,0,0,0,,8.2,0,0,
