FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_0ms_ufsXqwjaVE_parsed_handshake.csv,1637253567.2029512,2.9922088976618846,1637253567.2150722,2.99407113431477,4.0,2.1050841374299436,12.121121088663736,4.960952362123646,dilithium2,,10.0,0.0,delay,,0ms,,9.0,1.0870607742175435,4.444444444444445,0.40512363113732963,7732.0,71.74601109835787,293.3333333333333,26.73815965506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_10ms_KuakkDRRuf_parsed_handshake.csv,1637253594.8710065,3.045751872733931,1637253594.9158669,3.0448686927872934,4.0,2.1050841374299436,44.85993915134006,6.367140877580969,dilithium2,,10.0,0.0,delay,,10ms,,12.0,0.0,4.222222222222222,0.3389507479769392,7930.0,0.0,278.6666666666667,22.37074936647799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_20ms_lcGqNsrXkp_parsed_handshake.csv,1637253622.6255908,3.0155125759516865,1637253622.6973233,3.017007182878981,4.0,2.1050841374299436,71.73257403903537,5.16892875511586,dilithium2,,10.0,0.0,delay,,20ms,,12.0,0.0,4.777777777777778,0.3389507479769392,7930.0,0.0,315.3333333333333,22.37074936647799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_30ms_IhfsrFHCHU_parsed_handshake.csv,1637253650.5348864,3.111822141701634,1637253650.6220944,3.1109762507175485,4.0,2.1050841374299436,87.20827102661133,2.613862415190336,dilithium2,,10.0,0.0,delay,,30ms,,12.0,0.0,4.444444444444445,0.40512363113732963,7930.0,0.0,293.3333333333333,26.73815965506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_40ms_CpEcufBHxk_parsed_handshake.csv,1637253678.6126692,3.1047052663911403,1637253678.720623,3.1080925492546743,4.0,2.1050841374299436,107.95368088616266,6.615503684099487,dilithium2,,10.0,0.0,delay,,40ms,,12.222222222222221,0.512445363340749,4.333333333333333,0.3843340225055617,7944.666666666667,33.82139398048943,286.0,25.366045485367074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium2_numSamples_10_delay_50ms_MSDQqpZbTY_parsed_handshake.csv,1637253706.118432,3.038318330870587,1637253706.2446184,3.041095386043054,4.0,2.1050841374299436,126.18666225009494,5.952249962986908,dilithium2,,10.0,0.0,delay,,50ms,,12.0,0.0,4.666666666666667,0.3843340225055617,7930.0,0.0,308.0,25.366045485367074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium3_numSamples_10_delay_0ms_HodDMYjuXF_parsed_handshake.csv,1637253740.3108044,3.058931963432319,1637253740.3214238,3.058934723470982,4.0,2.1050841374299436,10.619534386528862,2.7063992832141106,dilithium3,,10.0,0.0,delay,,0ms,,10.666666666666666,1.0870607742175433,4.444444444444445,0.40512363113732963,10228.0,71.74601109835787,293.3333333333333,26.73815965506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium3_numSamples_10_delay_10ms_mZRtsbZlYS_parsed_handshake.csv,1637253768.1758049,3.1027685220449572,1637253768.2217638,3.1031374738520343,4.0,2.1050841374299436,45.9590752919515,6.295546920695521,dilithium3,,10.0,0.0,delay,,10ms,,14.0,0.0,4.555555555555555,0.40512363113732963,10448.0,0.0,300.6666666666667,26.73815965506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium3_numSamples_10_delay_20ms_pHmReAYnOD_parsed_handshake.csv,1637253795.7509558,3.089641100247907,1637253795.8229818,3.090731288218387,4.0,2.1050841374299436,72.02635871039496,3.9613834806101194,dilithium3,,10.0,0.0,delay,,20ms,,14.11111111111111,0.6008954520654731,4.444444444444445,0.40512363113732963,10455.333333333334,39.659099836321225,293.3333333333333,26.73815965506376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\tcp_Local_Experiments\fullyAutomatedLogs_10_tcp_extra_delay\pending_TCPDUMP_dilithium3_numSamples_10_delay_30ms_WXxsDPjNji_parsed_handshake.csv,1637253823.6843975,3.1346076305853505,1637253823.7710142,3.1345344398898165,4.0,2.1050841374299436,86.61720487806532,3.7022948976677443,dilithium3,,10.0,0.0,delay,,30ms,,14.0,0.0,4.777777777777778,0.3389507479769392,10448.0,0.0,315.3333333333333,22.37074936647799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
