Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630330981.547658,1630330981.558496,0,10.838031768798828,0,10,4,10184,264,0,0,0,0,
1630330983.028791,1630330983.035266,1,6.474971771240234,0,10,4,10184,264,0,0,0,0,
1630330984.459594,1630330984.46381,2,4.21595573425293,0,10,5,10184,330,0,0,0,0,
1630330985.765006,1630330985.772555,3,7.549047470092773,0,10,5,10184,330,0,0,0,0,
1630330987.2951,1630330987.300964,4,5.864143371582031,0,10,5,10184,330,0,0,0,0,
1630330988.781651,1630330988.792088,5,10.43701171875,0,10,5,10184,330,0,0,0,0,
1630330990.19271,1630330990.201613,6,8.903026580810547,0,10,4,10184,264,0,0,0,0,
1630330991.544975,1630330991.559125,7,14.149904251098633,0,10,4,10184,264,0,0,0,0,
1630330993.08831,1630330993.100355,8,12.044906616210938,0,10,5,10184,330,0,0,0,0,
1630330994.657798,1630330994.667248,9,9.449958801269531,0,10,4,10184,264,0,0,0,0,
1630330996.082838,1630330996.086946,10,4.107952117919922,0,10,4,10184,264,0,0,0,0,
1630330997.611001,1630330997.624901,11,13.900041580200195,0,10,5,10184,330,0,0,0,0,
1630330998.916044,1630330998.934154,12,18.110036849975586,0,13,5,10382,330,0,0,0,0,
1630331000.355166,1630331000.363213,13,8.047103881835938,0,10,4,10184,264,0,0,0,0,
1630331001.771798,1630331001.779442,14,7.644176483154297,0,10,5,10184,330,0,0,0,0,
1630331003.213755,1630331003.219775,15,6.020069122314453,0,10,4,10184,264,0,0,0,0,
1630331004.706033,1630331004.720218,16,14.184951782226562,0,10,5,10184,330,0,0,0,0,
1630331006.056152,1630331006.076186,17,20.033836364746094,0,10,4,10184,264,0,0,0,0,
1630331007.492643,1630331007.497455,18,4.811763763427734,0,10,4,10184,264,0,0,0,0,
1630331008.900987,1630331008.913209,19,12.222051620483398,0,10,4,10184,264,0,0,0,0,
1630331010.279428,1630331010.28471,20,5.281925201416016,0,10,5,10184,330,0,0,0,0,
1630331011.659535,1630331011.676894,21,17.359018325805664,0,10,5,10184,330,0,0,0,0,
1630331013.252054,1630331013.257867,22,5.813121795654297,0,10,4,10184,264,0,0,0,0,
1630331014.787183,1630331014.792993,23,5.810022354125977,0,10,5,10184,330,0,0,0,0,
1630331016.318169,1630331016.341991,24,23.82183074951172,0,10,4,10184,264,0,0,0,0,
1630331017.6528,1630331017.669402,25,16.6018009185791,0,10,5,10184,330,0,0,0,0,
1630331019.130624,1630331019.136784,26,6.16002082824707,0,10,5,10184,330,0,0,0,0,
1630331020.654721,1630331020.661315,27,6.593942642211914,0,10,5,10184,330,0,0,0,0,
1630331022.200387,1630331022.217384,28,16.997098922729492,0,14,4,10448,264,0,0,0,0,
1630331023.781163,1630331023.797243,29,16.080141067504883,0,10,5,10184,330,0,0,0,0,
1630331025.352157,1630331025.357078,30,4.92095947265625,0,10,5,10184,330,0,0,0,0,
1630331026.728437,1630331026.740931,31,12.494087219238281,0,10,4,10184,264,0,0,0,0,
1630331028.20086,1630331028.215741,32,14.880895614624023,0,12,4,10316,264,0,0,0,0,
1630331029.676292,1630331029.690036,33,13.744115829467773,0,10,4,10184,264,0,0,0,0,
1630331031.252056,1630331031.273228,34,21.172046661376953,0,14,5,10448,330,0,0,0,0,
1630331032.79845,1630331032.80453,35,6.079912185668945,0,10,4,10184,264,0,0,0,0,
1630331034.318904,1630331034.335605,36,16.70098304748535,0,14,5,10448,330,0,0,0,0,
1630331035.718841,1630331035.723877,37,5.035877227783203,0,10,4,10184,264,0,0,0,0,
1630331037.0274,1630331037.035245,38,7.8449249267578125,0,9,5,10118,330,0,0,0,0,
1630331038.455402,1630331038.460575,39,5.173206329345703,0,10,4,10184,264,0,0,0,0,
1630331039.8047,1630331039.812308,40,7.608175277709961,0,10,4,10184,264,0,0,0,0,
1630331041.20059,1630331041.205675,41,5.084991455078125,0,10,5,10184,330,0,0,0,0,
1630331042.704955,1630331042.71811,42,13.154983520507812,0,10,5,10184,330,0,0,0,0,
1630331044.14755,1630331044.152998,43,5.447864532470703,0,10,5,10184,330,0,0,0,0,
1630331045.641244,1630331045.652157,44,10.91313362121582,0,10,4,10184,264,0,0,0,0,
1630331047.197428,1630331047.225291,45,27.863025665283203,0,14,5,10448,330,0,0,0,0,
1630331048.580284,1630331048.595905,46,15.620946884155273,0,10,4,10184,264,0,0,0,0,
1630331050.000915,1630331050.016406,47,15.491008758544922,0,9,5,10118,330,0,0,0,0,
1630331051.592515,1630331051.604384,48,11.868953704833984,0,10,4,10184,264,0,0,0,0,
1630331053.059911,1630331053.069099,49,9.187936782836914,0,10,4,10184,264,0,0,0,0,
1630331054.507463,1630331054.51248,50,5.01704216003418,0,10,5,10184,330,0,0,0,0,
1630331055.773638,1630331055.789075,51,15.436887741088867,0,14,4,10448,264,0,0,0,0,
1630331057.380333,1630331057.393191,52,12.858152389526367,0,12,5,10316,330,0,0,0,0,
1630331058.945555,1630331058.955423,53,9.868144989013672,0,10,4,10184,264,0,0,0,0,
1630331060.278323,1630331060.283568,54,5.244970321655273,0,10,5,10184,330,0,0,0,0,
1630331061.852162,1630331061.858115,55,5.953073501586914,0,10,4,10184,264,0,0,0,0,
1630331063.414972,1630331063.42861,56,13.638019561767578,0,10,4,10184,264,0,0,0,0,
1630331064.937168,1630331064.961283,57,24.11508560180664,0,14,5,10448,330,0,0,0,0,
1630331066.490415,1630331066.496938,58,6.522893905639648,0,10,5,10184,330,0,0,0,0,
1630331067.947926,1630331067.955577,59,7.650852203369141,0,10,5,10184,330,0,0,0,0,
1630331069.520056,1630331069.534594,60,14.538049697875977,0,14,4,10448,264,0,0,0,0,
1630331070.856678,1630331070.862442,61,5.764007568359375,0,10,5,10184,330,0,0,0,0,
1630331072.314764,1630331072.328169,62,13.405084609985352,0,14,4,10448,264,0,0,0,0,
1630331073.928043,1630331073.943407,63,15.36417007446289,0,10,4,10184,264,0,0,0,0,
1630331075.292361,1630331075.301464,64,9.103059768676758,0,10,5,10184,330,0,0,0,0,
1630331076.744047,1630331076.756582,65,12.53509521484375,0,10,5,10184,330,0,0,0,0,
