Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Droprate (%),Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,
1630333913.491033,1630333913.512589,0,21.55590057373047,0,8,5,3713,330,0,0,0,0,
1630333914.761196,1630333914.772567,1,11.371135711669922,0,8,4,3705,264,0,0,0,0,
1630333916.226246,1630333916.248173,2,21.9268798828125,0,8,5,3708,330,0,0,0,0,
1630333917.708117,1630333917.718211,3,10.093927383422852,0,8,4,3705,264,0,0,0,0,
1630333919.255839,1630333919.269925,4,14.086008071899414,0,8,5,3706,330,0,0,0,0,
1630333920.715359,1630333920.74125,5,25.89106559753418,0,8,5,3709,330,0,0,0,0,
1630333922.080885,1630333922.09261,6,11.72494888305664,0,8,4,3706,264,0,0,0,0,
1630333923.658984,1630333923.67042,7,11.435985565185547,0,8,4,3709,264,0,0,0,0,
1630333925.204054,1630333925.219008,8,14.953851699829102,0,8,5,3708,330,0,0,0,0,
1630333926.642398,1630333926.650936,9,8.537769317626953,0,8,5,3710,330,0,0,0,0,
1630333927.93226,1630333927.940853,10,8.593082427978516,0,8,5,3711,330,0,0,0,0,
1630333929.29885,1630333929.316332,11,17.48204231262207,0,8,4,3708,264,0,0,0,0,
1630333930.912159,1630333930.919477,12,7.318019866943359,0,8,4,3704,264,0,0,0,0,
1630333932.223778,1630333932.231401,13,7.622957229614258,0,8,4,3709,264,0,0,0,0,
1630333933.475316,1630333933.483428,14,8.111953735351562,0,8,5,3708,330,0,0,0,0,
1630333935.035797,1630333935.053841,15,18.043994903564453,0,8,4,3708,264,0,0,0,0,
1630333936.616724,1630333936.632062,16,15.337944030761719,0,8,4,3704,264,0,0,0,0,
1630333938.136545,1630333938.160906,17,24.361133575439453,0,8,5,3704,330,0,0,0,0,
1630333939.582105,1630333939.591617,18,9.512186050415039,0,8,4,3706,264,0,0,0,0,
1630333941.027519,1630333941.039008,19,11.488914489746094,0,8,4,3704,264,0,0,0,0,
1630333942.331171,1630333942.351896,20,20.725011825561523,0,8,4,3706,264,0,0,0,0,
1630333943.779459,1630333943.790889,21,11.430025100708008,0,8,5,3707,330,0,0,0,0,
1630333945.151309,1630333945.163226,22,11.916875839233398,0,8,4,3706,264,0,0,0,0,
1630333946.620487,1630333946.634467,23,13.979911804199219,0,8,4,3707,264,0,0,0,0,
1630333948.038035,1630333948.048189,24,10.154008865356445,0,8,4,3707,264,0,0,0,0,
1630333949.557895,1630333949.584409,25,26.514053344726562,0,8,5,3705,330,0,0,0,0,
1630333950.905823,1630333950.919772,26,13.948917388916016,0,8,5,3705,330,0,0,0,0,
1630333952.42429,1630333952.441007,27,16.716957092285156,0,8,5,3707,330,0,0,0,0,
1630333953.955148,1630333953.973542,28,18.393993377685547,0,8,5,3707,330,0,0,0,0,
1630333955.466439,1630333955.473694,29,7.255077362060547,0,8,4,3704,264,0,0,0,0,
1630333956.92485,1630333956.940864,30,16.01409912109375,0,8,5,3708,330,0,0,0,0,
1630333958.360439,1630333958.377006,31,16.566991806030273,0,8,4,3708,264,0,0,0,0,
1630333959.848088,1630333959.86111,32,13.02194595336914,0,8,4,3708,264,0,0,0,0,
1630333961.316001,1630333961.324267,33,8.265972137451172,0,8,5,3705,330,0,0,0,0,
1630333962.92298,1630333962.932369,34,9.388923645019531,0,8,4,3708,264,0,0,0,0,
1630333964.332592,1630333964.343422,35,10.829925537109375,0,8,4,3707,264,0,0,0,0,
1630333965.72068,1630333965.729327,36,8.646965026855469,0,8,5,3704,330,0,0,0,0,
1630333967.291917,1630333967.299794,37,7.876873016357422,0,8,5,3708,330,0,0,0,0,
1630333968.692547,1630333968.701466,38,8.919000625610352,0,8,4,3705,264,0,0,0,0,
1630333970.138993,1630333970.156588,39,17.59505271911621,0,8,5,3706,330,0,0,0,0,
1630333971.516761,1630333971.527379,40,10.617971420288086,0,8,5,3704,330,0,0,0,0,
1630333972.935242,1630333972.949192,41,13.950109481811523,0,8,5,3706,330,0,0,0,0,
1630333974.43592,1630333974.444433,42,8.51297378540039,0,8,4,3707,264,0,0,0,0,
1630333975.899653,1630333975.907704,43,8.051156997680664,0,8,5,3710,330,0,0,0,0,
1630333977.450487,1630333977.46081,44,10.323047637939453,0,8,4,3707,264,0,0,0,0,
1630333978.79619,1630333978.80891,45,12.719869613647461,0,8,5,3708,330,0,0,0,0,
1630333980.324674,1630333980.335332,46,10.658025741577148,0,8,4,3708,264,0,0,0,0,
