Timestamp,Timestamp (Seconds),Algorithm,Num Samples,Experiment Type,Type Value,Packet Num,Is Handshake Packet,Num Connections,Num Successful Connections,Total Bytes,QUIC Bytes,Layers,Long Packet Type,Frame,Frame Type,Long/Short,Round Trip Type,
2021-11-16 15:02:34.013126,1637074954.013126,falcon512,10,delay,100ms,41,False,3,2,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:35.045257,1637074955.045257,falcon512,10,delay,100ms,44,True,4,3,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:35.050869,1637074955.050869,falcon512,10,delay,100ms,45,True,4,3,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:35.050870,1637074955.05087,falcon512,10,delay,100ms,46,True,4,3,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:35.153059,1637074955.153059,falcon512,10,delay,100ms,47,True,4,3,1242,1153 47,ETH IP UDP QUIC QUIC,Initial Handshake,ACK,ACK,long long
2021-11-16 15:02:35.153737,1637074955.153737,falcon512,10,delay,100ms,48,True,4,3,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:35.153738,1637074955.153738,falcon512,10,delay,100ms,49,True,4,3,267,178 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:35.255393,1637074955.255393,falcon512,10,delay,100ms,50,False,4,3,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:35.256750,1637074955.25675,falcon512,10,delay,100ms,51,False,4,3,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:35.256752,1637074955.256752,falcon512,10,delay,100ms,52,False,4,3,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:35.361628,1637074955.361628,falcon512,10,delay,100ms,53,False,4,3,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:35.361632,1637074955.361632,falcon512,10,delay,100ms,54,False,4,3,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:36.386143,1637074956.386143,falcon512,10,delay,100ms,57,True,5,4,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:36.391528,1637074956.391528,falcon512,10,delay,100ms,58,True,5,4,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:36.392080,1637074956.39208,falcon512,10,delay,100ms,59,True,5,4,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:36.493513,1637074956.493513,falcon512,10,delay,100ms,60,True,5,4,1242,1200,ETH IP UDP QUIC,Initial,ACK,ACK,long
2021-11-16 15:02:36.493515,1637074956.493515,falcon512,10,delay,100ms,61,True,5,4,89,47,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:36.494226,1637074956.494226,falcon512,10,delay,100ms,62,True,5,4,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:36.494227,1637074956.494227,falcon512,10,delay,100ms,63,True,5,4,274,185 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:36.596536,1637074956.596536,falcon512,10,delay,100ms,64,False,5,4,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:36.597385,1637074956.597385,falcon512,10,delay,100ms,65,False,5,4,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:36.597386,1637074956.597386,falcon512,10,delay,100ms,66,False,5,4,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
