FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_0%_uQynJShglq_parsed_handshake.csv,1633125277.607365,25.950167551162515,1633125277.6162539,25.950163181366904,499.5,17.922599314118848,8.888392686843872,0.34222814930003553,dilithium2,,1000.0,0.0,loss,,0%,,9.167,0.09680420662325433,4.575,0.039772444424166734,7743.783,6.58581245349457,311.337,15.960359276535875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_10%_nvlwEkIZcY_parsed_handshake.csv,1633128220.5002618,26.430556151090602,1633128220.544675,26.430478993082765,499.5,17.922599314118848,44.41412687301636,6.83719645560299,dilithium2,,1000.0,0.0,loss,,10%,,9.415,0.13592062297413496,4.395,0.13021696913154693,7783.931,26.210086382799847,373.834,51.664786822173525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_15%_krPKqIdXJd_parsed_handshake.csv,1633129701.4247363,26.91324602910269,1633129701.4973035,26.913071447765173,499.5,17.922599314118848,72.56770586967468,9.623830038769418,dilithium2,,1000.0,0.0,loss,,15%,,9.701,0.16203781276314752,4.43,0.1812977915519199,7833.416,37.447152569738556,480.719,78.15192186230045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_20%_fgYalXBENq_parsed_handshake.csv,1633131172.461735,27.239350526519964,1633131172.5757804,27.2395494370341,499.5,17.922599314118848,114.0444450378418,13.44875815381158,dilithium2,,1000.0,0.0,loss,,20%,,9.811,0.17056386875937143,4.495,0.20807499834577103,7846.527,47.702646323582854,612.8,101.08848468494809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_25%_dQmSXEbISp_parsed_handshake.csv,1633132661.3882399,28.07719614849856,1633132661.5433285,28.077362791840947,499.5,17.922599314118848,155.08949041366577,16.353226489420198,dilithium2,,1000.0,0.0,loss,,25%,,10.124,0.18243726425176868,4.675,0.2763573791973396,7876.875,36.30720048802427,871.323,135.5613880892869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_30%_OdBSMYUMSR_parsed_handshake.csv,1633134155.2290745,29.088495417809796,1633134155.4297266,29.089213240407382,499.5,17.922599314118848,200.65452909469604,20.223687631157393,dilithium2,,1000.0,0.0,loss,,30%,,10.364,0.20873649269952244,5.075,0.31604856714449436,7919.962,88.00601101717392,1119.892,168.33260849548554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_35%_gMQCWUiSJC_parsed_handshake.csv,1633135649.0888188,30.533539073041158,1633135649.3876956,30.532151888940952,499.5,17.922599314118848,298.8791651725769,26.275652062573105,dilithium2,,1000.0,0.0,loss,,35%,,10.181,0.23855985887931278,5.848,0.6032449502718038,7305.04,171.67282412643237,2106.621,424.3042342896794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_40%_zymysgtUJh_parsed_handshake.csv,1633137105.177761,30.212817380817377,1633137105.459742,30.209966454913502,499.5,17.922599314118848,281.9811396598816,28.825325698488925,dilithium2,,1000.0,0.0,loss,,40%,,10.083,0.22551835888960617,5.87,0.6343482308014692,7448.15,176.37337100626644,2128.306,456.39715842723194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium2_numSamples_1000_loss_5%_glAbjLpPvf_parsed_handshake.csv,1633126748.9328837,26.24480516389294,1633126748.9527776,26.244796899954984,499.5,17.922599314118848,19.89830756187439,3.009370694684353,dilithium2,,1000.0,0.0,loss,,5%,,9.262,0.1110164492827772,4.476,0.08844600717423298,7750.617,7.711996247015185,325.766,31.930867834324435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
.\fullyAutomatedLogs_tcp_1000_samples\pending_TCPDUMP_dilithium3_numSamples_1000_loss_0%_PDEFlwYYnT_parsed_handshake.csv,1633138455.8008208,25.940208258668072,1633138455.8133397,25.94015370468316,499.5,17.922599314118848,12.522010087966919,2.983137103123226,dilithium3,,1000.0,0.0,loss,,0%,,11.073,0.10410559881254805,4.56,0.0310676925059219,10264.593,21.883126992061268,301.462,2.248766071007499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
