FILE NAME,Start timestamp (s) (AVERAGED),(± CI) Start timestamp (s),End timestamp (s) (AVERAGED),(± CI) End timestamp (s),Handshake number (AVERAGED),(± CI) Handshake number,Handshake duration (ms) (AVERAGED),(± CI) Handshake duration (ms),Algorithm (AVERAGED),(± CI) Algorithm,Num Samples (AVERAGED),(± CI) Num Samples,Experiment Type (AVERAGED),(± CI) Experiment Type,Type Value (AVERAGED),(± CI) Type Value,Number of handshake packets (AVERAGED),(± CI) Number of handshake packets,Number of payload packets (AVERAGED),(± CI) Number of payload packets,Number of handshake bytes (AVERAGED),(± CI) Number of handshake bytes,Number of payload bytes (AVERAGED),(± CI) Number of payload bytes,Number of long headers (AVERAGED),(± CI) Number of long headers,Number of short headers (AVERAGED),(± CI) Number of short headers,Bytes for long headers (AVERAGED),(± CI) Bytes for long headers,Bytes for short headers (AVERAGED),(± CI) Bytes for short headers, (AVERAGED),(± CI) 
.\Mumbai_Logs_1000samples\pending_TCPDUMP_rsa_numSamples_1000_1RTT_drop_nUNhNdmpHv_parsed_handshake_remove95percentile.csv,1634148746.078315,61.19770314377356,1634148746.1911664,61.197685803056366,995.7630606860158,25.896721775059767,112.85391344558595,5.366638669531223,rsa,,1000.0,0.0,drop,,nUNhNdmpHv.pcap,,2.8934036939313983,0.09000113686865678,2.372031662269129,0.11283724056506991,2903.9387862796834,78.99876395002762,1038.4448548812666,49.36252268764959,4.786807387862797,0.18000227373731356,2.372031662269129,0.11283724056506991,3255.7667546174143,97.71898308601534,465.46860158311347,22.12602491240848,,
